;Natasha_no_hyphen1;Tokens;Lemmas;wh_words;wh_dicts
4551;Этим летом каждый день одно и то же: мучительное напряжение, ожидание, потом временное облегчение, потом снова нарастающее беспокойство… и недоумение, всякий раз все острее:почемуничего не происходит?;35;[{'DET': 'это'}, {'NOUN': 'лето'}, {'DET': 'каждый'}, {'NOUN': 'день'}, {'DET': 'один'}, {'CCONJ': 'и'}, {'DET': 'тот'}, {'PART': 'же'}, {'PUNCT': ':'}, {'ADJ': 'мучительный'}, {'NOUN': 'напряжение'}, {'PUNCT': ','}, {'NOUN': 'ожидание'}, {'PUNCT': ','}, {'ADV': 'потом'}, {'ADJ': 'временной'}, {'NOUN': 'облегчение'}, {'PUNCT': ','}, {'ADV': 'потом'}, {'ADV': 'снова'}, {'VERB': 'нарастать'}, {'NOUN': 'беспокойство'}, {'PUNCT': '…'}, {'CCONJ': 'и'}, {'NOUN': 'недоумение'}, {'PUNCT': ','}, {'DET': 'всякий'}, {'NOUN': 'раз'}, {'PART': 'все'}, {'ADJ': 'острее'}, {'PUNCT': ':'}, {'NOUN': 'почемуничий'}, {'PART': 'не'}, {'VERB': 'происходить'}, {'PUNCT': '?'}];0;0
4617;Да, да,да!Счастье еще, что я на всякий случай поставила на дежурство мистера Пуфика, под машину, и он прибежал меня предупредить, но, когда я добралась до вашего дома, ты уже ушел… а теперь… что скажет Думбльдор?;49;[{'PART': 'да'}, {'PUNCT': ','}, {'PART': 'да'}, {'PUNCT': ','}, {'PART': 'да'}, {'PUNCT': '!'}, {'NOUN': 'счастие'}, {'ADV': 'еще'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PRON': 'я'}, {'ADP': 'на'}, {'DET': 'всякий'}, {'NOUN': 'случай'}, {'VERB': 'поставить'}, {'ADP': 'на'}, {'NOUN': 'дежурство'}, {'NOUN': 'мистер'}, {'PROPN': 'пуфик'}, {'PUNCT': ','}, {'ADP': 'под'}, {'NOUN': 'машина'}, {'PUNCT': ','}, {'CCONJ': 'и'}, {'PRON': 'он'}, {'VERB': 'прибежать'}, {'PRON': 'я'}, {'VERB': 'предупредить'}, {'PUNCT': ','}, {'CCONJ': 'но'}, {'PUNCT': ','}, {'SCONJ': 'когда'}, {'PRON': 'я'}, {'VERB': 'добраться'}, {'ADP': 'до'}, {'DET': 'ваш'}, {'NOUN': 'дом'}, {'PUNCT': ','}, {'PRON': 'ты'}, {'ADV': 'уже'}, {'VERB': 'уйти'}, {'PUNCT': '…'}, {'CCONJ': 'а'}, {'ADV': 'теперь'}, {'PUNCT': '…'}, {'PRON': 'что'}, {'VERB': 'сказать'}, {'PROPN': 'думбльдор'}, {'PUNCT': '?'}];"что; когда; что";[{'SCONJ': 'что'}, {'SCONJ': 'когда'}, {'PRON': 'что'}]
4889;…И тут, – давясь и обливаясь слезами, говорил Мундугнус, – тут, хошь верьте, хошь нет, он ко мне подваливает и говорит: «Слышь, Гнус, у тебя откуда эти жабы?;40;[{'PUNCT': '…'}, {'CCONJ': 'и'}, {'ADV': 'тут'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'NOUN': 'давясь'}, {'CCONJ': 'и'}, {'ADJ': 'обливаясь'}, {'NOUN': 'слеза'}, {'PUNCT': ','}, {'VERB': 'говорить'}, {'PROPN': 'мундугнус'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'ADV': 'тут'}, {'PUNCT': ','}, {'ADJ': 'хошь'}, {'NOUN': 'верить'}, {'PUNCT': ','}, {'NOUN': 'хошь'}, {'VERB': 'нет'}, {'PUNCT': ','}, {'PRON': 'он'}, {'ADP': 'к'}, {'PRON': 'я'}, {'NOUN': 'подваливать'}, {'CCONJ': 'и'}, {'VERB': 'говорить'}, {'PUNCT': ':'}, {'PUNCT': '«'}, {'INTJ': 'слышь'}, {'PUNCT': ','}, {'PROPN': 'гнус'}, {'PUNCT': ','}, {'ADP': 'у'}, {'PRON': 'ты'}, {'ADV': 'откуда'}, {'DET': 'этот'}, {'NOUN': 'жаба'}, {'PUNCT': '?'}];откуда;[{'ADV': 'откуда'}]
4953;Ему хотелось еще поговорить с Роном, но миссис Уизли как раз спускалась, а когда скрип ступенек стих, стало слышно, что по лестнице уже поднимаются другие… более того, за дверью тихонько топотали какие-то многоногие создания, и голос Огрида, преподавателя ухода за магическими существами, говорил: «Красавцы, как есть красавцы, скажи, Гарри?;64;[{'PRON': 'он'}, {'VERB': 'хотеться'}, {'ADV': 'еще'}, {'VERB': 'поговорить'}, {'ADP': 'с'}, {'PROPN': 'рон'}, {'PUNCT': ','}, {'CCONJ': 'но'}, {'NOUN': 'миссис'}, {'PROPN': 'уизли'}, {'SCONJ': 'как'}, {'NOUN': 'раз'}, {'VERB': 'спускаться'}, {'PUNCT': ','}, {'CCONJ': 'а'}, {'SCONJ': 'когда'}, {'NOUN': 'скрип'}, {'NOUN': 'ступенька'}, {'VERB': 'стихнуть'}, {'PUNCT': ','}, {'VERB': 'стать'}, {'ADJ': 'слышный'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'ADP': 'по'}, {'NOUN': 'лестница'}, {'ADV': 'уже'}, {'VERB': 'подниматься'}, {'ADJ': 'другой'}, {'PUNCT': '…'}, {'ADV': 'более'}, {'PRON': 'тот'}, {'PUNCT': ','}, {'ADP': 'за'}, {'NOUN': 'дверь'}, {'ADV': 'тихонько'}, {'VERB': 'топотать'}, {'DET': 'какой-то'}, {'ADJ': 'многоногий'}, {'NOUN': 'создание'}, {'PUNCT': ','}, {'CCONJ': 'и'}, {'NOUN': 'голос'}, {'PROPN': 'огрид'}, {'PUNCT': ','}, {'NOUN': 'преподаватель'}, {'NOUN': 'уход'}, {'ADP': 'за'}, {'ADJ': 'магический'}, {'NOUN': 'существо'}, {'PUNCT': ','}, {'VERB': 'говорить'}, {'PUNCT': ':'}, {'PUNCT': '«'}, {'NOUN': 'красавец'}, {'PUNCT': ','}, {'SCONJ': 'как'}, {'VERB': 'быть'}, {'NOUN': 'красавец'}, {'PUNCT': ','}, {'VERB': 'сказать'}, {'PUNCT': ','}, {'PROPN': 'гарри'}, {'PUNCT': '?'}];"как; когда; что; как";[{'SCONJ': 'как'}, {'SCONJ': 'когда'}, {'SCONJ': 'что'}, {'SCONJ': 'как'}]
5032;Я, безусловно, могу ошибаться, – вежливо отозвался Думбльдор, – но, насколько я знаю, в принятой Мудрейхом Хартии о правах говорится, что обвиняемые имеют правопредставлять суду свидетелей по своему делу?;37;[{'PRON': 'я'}, {'PUNCT': ','}, {'ADV': 'безусловно'}, {'PUNCT': ','}, {'VERB': 'мочь'}, {'VERB': 'ошибаться'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'ADV': 'вежливо'}, {'VERB': 'отозваться'}, {'PROPN': 'думбльдор'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'CCONJ': 'но'}, {'PUNCT': ','}, {'SCONJ': 'насколько'}, {'PRON': 'я'}, {'VERB': 'знать'}, {'PUNCT': ','}, {'ADP': 'в'}, {'VERB': 'принять'}, {'PROPN': 'мудрейх'}, {'PROPN': 'хартия'}, {'ADP': 'о'}, {'NOUN': 'право'}, {'VERB': 'говориться'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'NOUN': 'обвинять'}, {'VERB': 'иметь'}, {'VERB': 'правопредставлять'}, {'NOUN': 'суд'}, {'NOUN': 'свидетель'}, {'ADP': 'по'}, {'DET': 'свой'}, {'NOUN': 'дело'}, {'PUNCT': '?'}];"насколько; что";[{'SCONJ': 'насколько'}, {'SCONJ': 'что'}]
5068;Мистер Уизли, – медленно начал Гарри, – если Фудж общается с Малфоем, с Упивающимися Смертью, к тому же наедине, откуда мы знаем, что он не под проклятием подвластия?;35;[{'NOUN': 'мистер'}, {'PROPN': 'уизли'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'ADV': 'медленно'}, {'VERB': 'начать'}, {'PROPN': 'гарри'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'SCONJ': 'если'}, {'PROPN': 'фудж'}, {'VERB': 'общаться'}, {'ADP': 'с'}, {'PROPN': 'малфой'}, {'PUNCT': ','}, {'ADP': 'с'}, {'PROPN': 'упиваться'}, {'PROPN': 'смерть'}, {'PUNCT': ','}, {'ADP': 'к'}, {'PRON': 'тот'}, {'PART': 'же'}, {'ADV': 'наедине'}, {'PUNCT': ','}, {'ADV': 'откуда'}, {'PRON': 'мы'}, {'VERB': 'знать'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PRON': 'он'}, {'PART': 'не'}, {'ADP': 'под'}, {'NOUN': 'проклятие'}, {'NOUN': 'подвластие'}, {'PUNCT': '?'}];"откуда; что";[{'ADV': 'откуда'}, {'SCONJ': 'что'}]
5115;И что теперь – Гарри, его лучший друг, будет дуться из-за того, что значок достался не ему, будет за глаза смеяться над Роном вместе с близнецами и портить Рону удовольствие?;35;[{'CCONJ': 'и'}, {'PRON': 'что'}, {'ADV': 'теперь'}, {'PUNCT': '–'}, {'PROPN': 'гарри'}, {'PUNCT': ','}, {'PRON': 'он'}, {'ADJ': 'хороший'}, {'NOUN': 'друг'}, {'PUNCT': ','}, {'AUX': 'быть'}, {'VERB': 'дуться'}, {'ADP': 'из-за'}, {'PRON': 'тот'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'NOUN': 'значок'}, {'VERB': 'достаться'}, {'PART': 'не'}, {'PRON': 'он'}, {'PUNCT': ','}, {'AUX': 'быть'}, {'ADP': 'за'}, {'NOUN': 'глаз'}, {'VERB': 'смеяться'}, {'ADP': 'над'}, {'PROPN': 'рон'}, {'ADV': 'вместе'}, {'ADP': 'с'}, {'NOUN': 'близнец'}, {'CCONJ': 'и'}, {'VERB': 'портить'}, {'PROPN': 'рон'}, {'NOUN': 'удовольствие'}, {'PUNCT': '?'}];"что; что";[{'PRON': 'что'}, {'SCONJ': 'что'}]
5150;А что до Рона и Джинни, – чуть заметно улыбнулся Люпин, – если вас с Артуром не станет, ты как сама думаешь, мы дадим им умереть с голоду?;33;[{'CCONJ': 'а'}, {'PRON': 'что'}, {'ADP': 'до'}, {'PROPN': 'рон'}, {'CCONJ': 'и'}, {'PROPN': 'джинни'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'ADV': 'чуть'}, {'ADV': 'заметно'}, {'VERB': 'улыбнуться'}, {'PROPN': 'люпин'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'SCONJ': 'если'}, {'PRON': 'вы'}, {'ADP': 'с'}, {'PROPN': 'артур'}, {'PART': 'не'}, {'VERB': 'стать'}, {'PUNCT': ','}, {'PRON': 'ты'}, {'SCONJ': 'как'}, {'ADJ': 'сам'}, {'VERB': 'думать'}, {'PUNCT': ','}, {'PRON': 'мы'}, {'VERB': 'дать'}, {'PRON': 'они'}, {'VERB': 'умереть'}, {'ADP': 'с'}, {'NOUN': 'голод'}, {'PUNCT': '?'}];"что; как";[{'PRON': 'что'}, {'SCONJ': 'как'}]
5178;Ниже столбиком шли другие заголовки:КОРРУПЦИЯ В КВИДИШНОЙ ЛИГЕ:КАК «ТОРНАДО» ВЗЯЛИ ВЛАСТЬ В СВОИ РУКИ СЕКРЕТЫ ДРЕВНИХ РУН РАСКРЫТЫ СИРИУС БЛЭК: ЗЛО ИЛИ ЗОЛОТО?;31;[{'ADV': 'низкий'}, {'NOUN': 'столбик'}, {'VERB': 'идти'}, {'ADJ': 'другой'}, {'NOUN': 'заголовок'}, {'PUNCT': ':'}, {'NOUN': 'коррупция'}, {'ADP': 'в'}, {'PROPN': 'квидишна'}, {'PROPN': 'лига'}, {'PUNCT': ':'}, {'PROPN': 'как'}, {'PUNCT': '«'}, {'NOUN': 'торнадо'}, {'PUNCT': '»'}, {'VERB': 'взять'}, {'PROPN': 'власть'}, {'ADP': 'в'}, {'DET': 'свой'}, {'NOUN': 'рука'}, {'NOUN': 'секрет'}, {'ADJ': 'древний'}, {'PROPN': 'руно'}, {'PROPN': 'раскрыты'}, {'PROPN': 'сириус'}, {'PROPN': 'блэк'}, {'PUNCT': ':'}, {'NOUN': 'зло'}, {'CCONJ': 'или'}, {'NOUN': 'золото'}, {'PUNCT': '?'}];как;[{'PROPN': 'как'}]
5312;Чтобы в следующем мы выбрали, по чему сдавать П. А. У. К. – А вы уже знаете, чем хотите заниматься после «Хогварца»?;31;[{'SCONJ': 'чтобы'}, {'ADP': 'в'}, {'ADJ': 'следующий'}, {'PRON': 'мы'}, {'VERB': 'выбрать'}, {'PUNCT': ','}, {'ADP': 'по'}, {'PRON': 'что'}, {'VERB': 'сдавать'}, {'PROPN': 'п'}, {'PUNCT': '.'}, {'PROPN': 'а'}, {'PROPN': '.'}, {'PROPN': 'у'}, {'PUNCT': '.'}, {'PROPN': 'к'}, {'PUNCT': '.'}, {'PUNCT': '–'}, {'CCONJ': 'а'}, {'PRON': 'вы'}, {'ADV': 'уже'}, {'VERB': 'знать'}, {'PUNCT': ','}, {'PRON': 'что'}, {'VERB': 'хотеть'}, {'VERB': 'заниматься'}, {'ADP': 'после'}, {'PUNCT': '«'}, {'PROPN': 'хогварц'}, {'PUNCT': '»'}, {'PUNCT': '?'}];"что; что";[{'PRON': 'что'}, {'PRON': 'что'}]
5315;Интересно, что будет, – холодно спросила она, когда они втроем вышли на перемену (Биннз вылетел из класса сквозь доску), – если в этом году я возьму и не дам вам конспекты?;38;[{'ADJ': 'интересный'}, {'PUNCT': ','}, {'PRON': 'что'}, {'VERB': 'быть'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'ADV': 'холодно'}, {'VERB': 'спросить'}, {'PRON': 'она'}, {'PUNCT': ','}, {'SCONJ': 'когда'}, {'PRON': 'они'}, {'ADV': 'втроем'}, {'VERB': 'выйти'}, {'ADP': 'на'}, {'NOUN': 'перемена'}, {'PUNCT': '('}, {'PROPN': 'биннза'}, {'VERB': 'вылететь'}, {'ADP': 'из'}, {'NOUN': 'класс'}, {'ADP': 'сквозь'}, {'NOUN': 'доска'}, {'PUNCT': ')'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'SCONJ': 'если'}, {'ADP': 'в'}, {'DET': 'этот'}, {'NOUN': 'год'}, {'PRON': 'я'}, {'VERB': 'взять'}, {'CCONJ': 'и'}, {'PART': 'не'}, {'VERB': 'дать'}, {'PRON': 'вы'}, {'VERB': 'конспект'}, {'PUNCT': '?'}];"что; когда";[{'PRON': 'что'}, {'SCONJ': 'когда'}]
5341;Там мгновенно появились слова:ЗАЩИТА ОТ СИЛ ЗЛАПОВТОРЕНИЕ БАЗОВЫХ ПРИНЦИПОВ – Думаю, все вы согласитесь, что изучали этот предмет крайне обрывочно и фрагментарно, не так ли?;31;[{'ADV': 'там'}, {'ADV': 'мгновенно'}, {'VERB': 'появиться'}, {'NOUN': 'слово'}, {'PUNCT': ':'}, {'PROPN': 'защита'}, {'ADP': 'от'}, {'PROPN': 'сила'}, {'PROPN': 'злаповторение'}, {'PROPN': 'базовый'}, {'NOUN': 'принцип'}, {'PUNCT': '–'}, {'VERB': 'думать'}, {'PUNCT': ','}, {'DET': 'весь'}, {'PRON': 'вы'}, {'VERB': 'согласиться'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'VERB': 'изучать'}, {'DET': 'этот'}, {'NOUN': 'предмет'}, {'ADV': 'крайне'}, {'ADJ': 'обрывочный'}, {'CCONJ': 'и'}, {'ADV': 'фрагментарно'}, {'PUNCT': ','}, {'PART': 'не'}, {'ADV': 'так'}, {'PART': 'ли'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
5479;Я к тому, что боль, может быть, никак не связана с Кхембридж, может, это просто совпадение и шрам случайно заболел, когда ты был у нее?;32;[{'PRON': 'я'}, {'ADP': 'к'}, {'PRON': 'тот'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'NOUN': 'боль'}, {'PUNCT': ','}, {'VERB': 'мочь'}, {'VERB': 'быть'}, {'PUNCT': ','}, {'ADV': 'никак'}, {'PART': 'не'}, {'VERB': 'связать'}, {'ADP': 'с'}, {'PROPN': 'кхембридж'}, {'PUNCT': ','}, {'VERB': 'мочь'}, {'PUNCT': ','}, {'PRON': 'это'}, {'PART': 'просто'}, {'NOUN': 'совпадение'}, {'CCONJ': 'и'}, {'NOUN': 'шрам'}, {'ADV': 'случайно'}, {'VERB': 'заболеть'}, {'PUNCT': ','}, {'SCONJ': 'когда'}, {'PRON': 'ты'}, {'AUX': 'быть'}, {'ADP': 'у'}, {'PRON': 'она'}, {'PUNCT': '?'}];"что; когда";[{'SCONJ': 'что'}, {'SCONJ': 'когда'}]
5483;Как, спрашивается, рассказать Сириусу все, что нужно, задать наболевшие вопросы и при этом не выдать потенциальному перехватчику письма сведений, которые ни в коем случае нельзя выдавать?;32;[{'ADV': 'как'}, {'PUNCT': ','}, {'ADV': 'спрашивается'}, {'PUNCT': ','}, {'VERB': 'рассказать'}, {'PROPN': 'сириус'}, {'PRON': 'весь'}, {'PUNCT': ','}, {'PRON': 'что'}, {'ADJ': 'нужный'}, {'PUNCT': ','}, {'VERB': 'задать'}, {'ADJ': 'наболевший'}, {'NOUN': 'вопрос'}, {'PART': 'и'}, {'ADP': 'при'}, {'PRON': 'это'}, {'PART': 'не'}, {'VERB': 'выдать'}, {'ADJ': 'потенциальный'}, {'NOUN': 'перехватчик'}, {'NOUN': 'письмо'}, {'NOUN': 'сведение'}, {'PUNCT': ','}, {'PRON': 'который'}, {'PART': 'ни'}, {'ADP': 'в'}, {'DET': 'кой'}, {'NOUN': 'случай'}, {'ADV': 'нельзя'}, {'VERB': 'выдавать'}, {'PUNCT': '?'}];"как; что";[{'ADV': 'как'}, {'PRON': 'что'}]
5536;Ладно, – сказал он, стараясь, чтобы его голос звучал так, будто все это он воспринимает как глупую шутку, – если ты хочешь… э-э… как там?;33;[{'PART': 'ладно'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'VERB': 'сказать'}, {'PRON': 'он'}, {'PUNCT': ','}, {'VERB': 'стараться'}, {'PUNCT': ','}, {'SCONJ': 'чтобы'}, {'DET': 'его'}, {'NOUN': 'голос'}, {'VERB': 'звучать'}, {'ADV': 'так'}, {'PUNCT': ','}, {'SCONJ': 'будто'}, {'DET': 'весь'}, {'PRON': 'это'}, {'PRON': 'он'}, {'VERB': 'воспринимать'}, {'SCONJ': 'как'}, {'ADJ': 'глупый'}, {'NOUN': 'шутка'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'SCONJ': 'если'}, {'PRON': 'ты'}, {'VERB': 'хотеть'}, {'PUNCT': '…'}, {'VERB': 'э-э'}, {'PUNCT': '…'}, {'SCONJ': 'как'}, {'ADV': 'там'}, {'PUNCT': '?'}];"как; как";[{'SCONJ': 'как'}, {'SCONJ': 'как'}]
5565;Заголовок над фотографией гласил:МИНИСТЕРСТВО ПРОВОДИТ РЕФОРМУ СИСТЕМЫ ОБРАЗОВАНИЯВПЕРВЫЕ В ИСТОРИИ «ХОГВАРЦА» УЧРЕЖДЕНА ДОЛЖНОСТЬ ГЛАВНОГО ИНСПЕКТОРАДОЛОРЕС КХЕМБРИДЖ ПОЛУЧАЕТ НОВОЕ НАЗНАЧЕНИЕ – Кхембридж – «главный инспектор»?;31;[{'NOUN': 'заголовок'}, {'ADP': 'над'}, {'NOUN': 'фотография'}, {'NOUN': 'гласить'}, {'PUNCT': ':'}, {'NOUN': 'министерство'}, {'VERB': 'проводить'}, {'NOUN': 'реформа'}, {'PROPN': 'система'}, {'PROPN': 'образованиявпервое'}, {'ADP': 'в'}, {'PROPN': 'история'}, {'PUNCT': '«'}, {'NOUN': 'хогварц'}, {'PUNCT': '»'}, {'NOUN': 'учредить'}, {'PROPN': 'должность'}, {'ADJ': 'главный'}, {'PROPN': 'инспекторадолорес'}, {'PROPN': 'кхембридж'}, {'VERB': 'получать'}, {'ADJ': 'новый'}, {'NOUN': 'назначение'}, {'PUNCT': '–'}, {'PROPN': 'кхембридж'}, {'PUNCT': '–'}, {'PUNCT': '«'}, {'ADJ': 'главный'}, {'NOUN': 'инспектор'}, {'PUNCT': '»'}, {'PUNCT': '?'}];0;0
5571;Я хочу сказать, что я, конечно, и не ожидала высшего балла, раз он оценивал как на С. О. В. У. , но на этом этапе не провалиться – уже хорошо, правда?;41;[{'PRON': 'я'}, {'VERB': 'хотеть'}, {'VERB': 'сказать'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PRON': 'я'}, {'PUNCT': ','}, {'ADV': 'конечно'}, {'PUNCT': ','}, {'PART': 'и'}, {'PART': 'не'}, {'VERB': 'ожидать'}, {'ADJ': 'высокий'}, {'NOUN': 'балл'}, {'PUNCT': ','}, {'SCONJ': 'раз'}, {'PRON': 'он'}, {'VERB': 'оценивать'}, {'SCONJ': 'как'}, {'ADP': 'на'}, {'PROPN': 'с'}, {'PUNCT': '.'}, {'PROPN': 'о'}, {'PUNCT': '.'}, {'PROPN': 'в'}, {'PUNCT': '.'}, {'PROPN': 'у'}, {'PUNCT': '.'}, {'PUNCT': ','}, {'CCONJ': 'но'}, {'ADP': 'на'}, {'DET': 'этот'}, {'NOUN': 'этап'}, {'PART': 'не'}, {'VERB': 'провалиться'}, {'PUNCT': '–'}, {'ADV': 'уже'}, {'ADV': 'хорошо'}, {'PUNCT': ','}, {'ADV': 'правда'}, {'PUNCT': '?'}];"что; как";[{'SCONJ': 'что'}, {'SCONJ': 'как'}]
5605;Вы хотите сказать, – Макгонаголл понизила голос, чтобы не услышали вранзорцы, которые сидели поблизости и уже навострили уши, – что после того, о чем мы с вами говорили в прошлый понедельник, вы опять сорвались на уроке профессора Кхембридж?;45;[{'PRON': 'вы'}, {'VERB': 'хотеть'}, {'VERB': 'сказать'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'PROPN': 'макгонаголл'}, {'VERB': 'понизить'}, {'NOUN': 'голос'}, {'PUNCT': ','}, {'SCONJ': 'чтобы'}, {'PART': 'не'}, {'VERB': 'услышать'}, {'NOUN': 'вранзорец'}, {'PUNCT': ','}, {'PRON': 'который'}, {'VERB': 'сидеть'}, {'ADV': 'поблизости'}, {'CCONJ': 'и'}, {'ADV': 'уже'}, {'VERB': 'навострить'}, {'NOUN': 'ухо'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'SCONJ': 'что'}, {'ADP': 'после'}, {'PRON': 'тот'}, {'PUNCT': ','}, {'ADP': 'о'}, {'PRON': 'что'}, {'PRON': 'мы'}, {'ADP': 'с'}, {'PRON': 'вы'}, {'VERB': 'говорить'}, {'ADP': 'в'}, {'ADJ': 'прошлый'}, {'NOUN': 'понедельник'}, {'PUNCT': ','}, {'PRON': 'вы'}, {'ADV': 'опять'}, {'VERB': 'сорваться'}, {'ADP': 'на'}, {'NOUN': 'урок'}, {'NOUN': 'профессор'}, {'PROPN': 'кхембридж'}, {'PUNCT': '?'}];"что; что";[{'SCONJ': 'что'}, {'PRON': 'что'}]
5611;Позвольте осведомиться, – с холодной яростью заговорила профессор Макгонаголл, поворачиваясь к Кхембридж, – как вы собираетесь получить представление о моихметодах преподавания, если вы постоянно меня перебиваете?;31;[{'VERB': 'позволить'}, {'NOUN': 'осведомиться'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'ADP': 'с'}, {'ADJ': 'холодный'}, {'NOUN': 'ярость'}, {'VERB': 'заговорить'}, {'NOUN': 'профессор'}, {'PROPN': 'макгонаголл'}, {'PUNCT': ','}, {'VERB': 'поворачиваться'}, {'ADP': 'к'}, {'PROPN': 'кхембридж'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'SCONJ': 'как'}, {'PRON': 'вы'}, {'VERB': 'собираться'}, {'VERB': 'получить'}, {'NOUN': 'представление'}, {'ADP': 'о'}, {'ADJ': 'моихметод'}, {'NOUN': 'преподавание'}, {'PUNCT': ','}, {'SCONJ': 'если'}, {'PRON': 'вы'}, {'ADV': 'постоянно'}, {'PRON': 'я'}, {'VERB': 'перебивать'}, {'PUNCT': '?'}];как;[{'SCONJ': 'как'}]
5616;Скажите, – профессор Кхембридж, долго пытавшая Дина Томаса, повернулась к профессору Гниллер-Планк, – как вы, временный преподаватель – иными словами, объективный сторонний наблюдатель, – оцениваете работу «Хогварца»?;37;[{'VERB': 'сказать'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'NOUN': 'профессор'}, {'PROPN': 'кхембридж'}, {'PUNCT': ','}, {'ADV': 'долго'}, {'VERB': 'пытать'}, {'PROPN': 'дин'}, {'PROPN': 'томас'}, {'PUNCT': ','}, {'VERB': 'повернуться'}, {'ADP': 'к'}, {'NOUN': 'профессор'}, {'PROPN': 'гниллер-планк'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'SCONJ': 'как'}, {'PRON': 'вы'}, {'PUNCT': ','}, {'ADJ': 'временный'}, {'NOUN': 'преподаватель'}, {'PUNCT': '–'}, {'ADJ': 'иной'}, {'NOUN': 'слово'}, {'PUNCT': ','}, {'ADJ': 'объективный'}, {'ADJ': 'сторонний'}, {'NOUN': 'наблюдатель'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'VERB': 'оценивать'}, {'NOUN': 'работа'}, {'PUNCT': '«'}, {'NOUN': 'хогварц'}, {'PUNCT': '»'}, {'PUNCT': '?'}];как;[{'SCONJ': 'как'}]
5654;Значит, так, – она наклонилась к Гарри, и Рон, мрачно смотревший на нее из-под нахмуренных бровей, тоже склонился ближе, – в первые выходные октября поход в Хогсмед, да?;36;[{'VERB': 'значить'}, {'PUNCT': ','}, {'ADV': 'так'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'PRON': 'она'}, {'VERB': 'наклониться'}, {'ADP': 'к'}, {'PROPN': 'гарри'}, {'PUNCT': ','}, {'CCONJ': 'и'}, {'PROPN': 'рон'}, {'PUNCT': ','}, {'ADV': 'мрачно'}, {'VERB': 'смотреть'}, {'ADP': 'на'}, {'PRON': 'она'}, {'ADP': 'из-под'}, {'ADJ': 'нахмурить'}, {'NOUN': 'бровь'}, {'PUNCT': ','}, {'ADV': 'тоже'}, {'VERB': 'склониться'}, {'ADV': 'близкий'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'ADP': 'в'}, {'ADJ': 'первый'}, {'NOUN': 'выходной'}, {'NOUN': 'октябрь'}, {'NOUN': 'поход'}, {'ADP': 'в'}, {'PROPN': 'хогсмед'}, {'PUNCT': ','}, {'PART': 'да'}, {'PUNCT': '?'}];0;0
5806;Я ничего не понимаю, – недовольно сказал Гарри, когда они опустили рюкзаки на пол. – Сириус за нас, и поэтому ты сомневаешься, стоит ли это затевать?;32;[{'PRON': 'я'}, {'PRON': 'ничто'}, {'PART': 'не'}, {'VERB': 'понимать'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'ADJ': 'недовольный'}, {'VERB': 'сказать'}, {'PROPN': 'гарри'}, {'PUNCT': ','}, {'SCONJ': 'когда'}, {'PRON': 'они'}, {'VERB': 'опустить'}, {'NOUN': 'рюкзак'}, {'ADP': 'на'}, {'NOUN': 'пол'}, {'PUNCT': '.'}, {'PUNCT': '–'}, {'PROPN': 'сириус'}, {'ADP': 'за'}, {'PRON': 'мы'}, {'PUNCT': ','}, {'CCONJ': 'и'}, {'ADV': 'поэтому'}, {'PRON': 'ты'}, {'VERB': 'сомневаться'}, {'PUNCT': ','}, {'VERB': 'стоить'}, {'PART': 'ли'}, {'PRON': 'это'}, {'VERB': 'затевать'}, {'PUNCT': '?'}];когда;[{'SCONJ': 'когда'}]
