;Natasha_no_hyphen1;Tokens;Lemmas;wh_words;wh_dicts
4687;Но кто такие эти… дементы?;7;[{'CCONJ': 'но'}, {'PRON': 'кто'}, {'DET': 'такой'}, {'DET': 'этот'}, {'PUNCT': '…'}, {'NOUN': 'демент'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
4708;Кто их послал?;4;[{'PRON': 'кто'}, {'PRON': 'они'}, {'VERB': 'послать'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
4715;Кто – он?;4;[{'PRON': 'кто'}, {'PUNCT': '–'}, {'PRON': 'он'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
4726;Кто прислал вопиллер?;4;[{'PRON': 'кто'}, {'VERB': 'прислать'}, {'NOUN': 'вопиллер'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
4750;А может, у кого с собой признавалиум?;9;[{'PROPN': 'а'}, {'VERB': 'мочь'}, {'PUNCT': ','}, {'ADP': 'у'}, {'PRON': 'кто'}, {'ADP': 'с'}, {'PRON': 'себя'}, {'NOUN': 'признавалиум'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
4755;Это кто остался без задницы?;6;[{'PRON': 'это'}, {'PRON': 'кто'}, {'VERB': 'остаться'}, {'ADP': 'без'}, {'NOUN': 'задница'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
4808;КТО ВЕРНУЛ ФИЛОСОФСКИЙ КАМЕНЬ?;5;[{'PROPN': 'кто'}, {'VERB': 'вернуть'}, {'NOUN': 'философский'}, {'NOUN': 'камень'}, {'PUNCT': '?'}];кто;[{'PROPN': 'кто'}]
4809;КТО УНИЧТОЖИЛ РЕДДЛЯ?;4;[{'NOUN': 'кто'}, {'VERB': 'уничтожить'}, {'PROPN': 'реддля'}, {'PUNCT': '?'}];кто;[{'NOUN': 'кто'}]
4810;КТО ВСЕХ СПАСАЛ ОТ ДЕМЕНТОРОВ?;6;[{'NOUN': 'кто'}, {'PROPN': 'весь'}, {'VERB': 'спасать'}, {'ADP': 'от'}, {'NOUN': 'дементор'}, {'PUNCT': '?'}];кто;[{'NOUN': 'кто'}]
4811;КТО СРАЖАЛСЯ С ДРАКОНАМИ, СФИНКСАМИ И ВСЯКОЙ НЕЧИСТЬЮ?;10;[{'PROPN': 'кто'}, {'VERB': 'сражаться'}, {'ADP': 'с'}, {'PROPN': 'дракон'}, {'PUNCT': ','}, {'PROPN': 'сфинкс'}, {'CCONJ': 'и'}, {'PROPN': 'всякой'}, {'PROPN': 'нечисть'}, {'PUNCT': '?'}];кто;[{'PROPN': 'кто'}]
4812;КТО ВИДЕЛ, КАКОНВЕРНУЛСЯ?;5;[{'PART': 'кто'}, {'VERB': 'видеть'}, {'PUNCT': ','}, {'PROPN': 'каконвернуться'}, {'PUNCT': '?'}];кто;[{'PART': 'кто'}]
4813;КТО ОТ НЕГО СБЕЖАЛ?;5;[{'VERB': 'кто'}, {'ADP': 'от'}, {'ADP': 'него'}, {'VERB': 'сбежать'}, {'PUNCT': '?'}];кто;[{'VERB': 'кто'}]
4820;Кто именно?;3;[{'PRON': 'кто'}, {'PART': 'именно'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
4857;Кому нужна такая известность?;5;[{'PRON': 'кто'}, {'ADJ': 'нужный'}, {'DET': 'такой'}, {'NOUN': 'известность'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
4858;Кстати, это кто набросал перед кухней навозных бомб?;10;[{'ADV': 'кстати'}, {'PUNCT': ','}, {'PART': 'это'}, {'PRON': 'кто'}, {'VERB': 'набросать'}, {'ADP': 'перед'}, {'NOUN': 'кухня'}, {'NOUN': 'навозных'}, {'NOUN': 'бомба'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
4860;Кто такой Шкверчок?;4;[{'PRON': 'кто'}, {'DET': 'такой'}, {'PROPN': 'шкверчок'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
4902;Кто у него есть кроме меня?;7;[{'PRON': 'кто'}, {'ADP': 'у'}, {'PRON': 'он'}, {'VERB': 'быть'}, {'ADP': 'кроме'}, {'PRON': 'я'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
5037;И кто вы такая?;5;[{'CCONJ': 'и'}, {'PRON': 'кто'}, {'PRON': 'вы'}, {'DET': 'такой'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
5094;А мы с Фредом кто?;6;[{'CCONJ': 'а'}, {'PRON': 'мы'}, {'ADP': 'с'}, {'PROPN': 'фред'}, {'PRON': 'кто'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
5142;Кто здесь?;3;[{'PRON': 'кто'}, {'ADV': 'здесь'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
5149;Кто п-п-позаботится о Роне и Джинни?;7;[{'PRON': 'кто'}, {'VERB': 'п-п-позаботиться'}, {'ADP': 'о'}, {'PROPN': 'рон'}, {'CCONJ': 'и'}, {'PROPN': 'джинни'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
5172;Да, и угадайте, кто от «Слизерина»?;11;[{'PART': 'да'}, {'PUNCT': ','}, {'CCONJ': 'и'}, {'VERB': 'угадать'}, {'PUNCT': ','}, {'PRON': 'кто'}, {'ADP': 'от'}, {'PUNCT': '«'}, {'PROPN': 'слизерин'}, {'PUNCT': '»'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
5174;А кто от «Хуффльпуффа»?;7;[{'CCONJ': 'а'}, {'PRON': 'кто'}, {'ADP': 'от'}, {'PUNCT': '«'}, {'PROPN': 'хуффльпуфф'}, {'PUNCT': '»'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
5210;Того, кто запряжен в карету?;7;[{'PRON': 'тот'}, {'PUNCT': ','}, {'PRON': 'кто'}, {'VERB': 'запрячь'}, {'ADP': 'в'}, {'NOUN': 'карета'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
5299;Кто сказал?;3;[{'PRON': 'кто'}, {'VERB': 'сказать'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
5363;Кто, по вашему мнению, станет на вас нападать?;11;[{'PRON': 'кто'}, {'PUNCT': ','}, {'ADP': 'по'}, {'DET': 'ваш'}, {'NOUN': 'мнение'}, {'PUNCT': ','}, {'VERB': 'стать'}, {'ADP': 'на'}, {'PRON': 'вы'}, {'VERB': 'нападать'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
5386;Да кто ему поверит?;5;[{'CCONJ': 'да'}, {'PRON': 'кто'}, {'PRON': 'он'}, {'VERB': 'поверить'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
5421;Она чуть ли не единственная, кто мне верит, – обязательно было ее обижать?;16;[{'PRON': 'она'}, {'ADV': 'чуть'}, {'PART': 'ли'}, {'PART': 'не'}, {'ADJ': 'единственный'}, {'PUNCT': ','}, {'PRON': 'кто'}, {'PRON': 'я'}, {'VERB': 'верить'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'ADV': 'обязательно'}, {'AUX': 'быть'}, {'PRON': 'она'}, {'VERB': 'обижать'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
5455;От кого ты тут прячешься?;6;[{'ADP': 'от'}, {'PRON': 'кто'}, {'PRON': 'ты'}, {'ADV': 'тут'}, {'VERB': 'прятаться'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
5519;Кому пришло в голову наложить летучее заклятие на трухлявое полено?;11;[{'PRON': 'кто'}, {'VERB': 'прийти'}, {'ADP': 'в'}, {'NOUN': 'голова'}, {'VERB': 'наложить'}, {'ADJ': 'летучий'}, {'NOUN': 'заклятие'}, {'ADP': 'на'}, {'ADJ': 'трухлявый'}, {'NOUN': 'полено'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
5604;От кого?;3;[{'ADP': 'от'}, {'PRON': 'кто'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
5626;А про кого тогда?;5;[{'CCONJ': 'а'}, {'ADP': 'про'}, {'PRON': 'кто'}, {'ADV': 'тогда'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
5661;Но кто?;3;[{'CCONJ': 'но'}, {'PRON': 'кто'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
5669;Так кто, вы сказали, придет?;8;[{'ADV': 'так'}, {'PRON': 'кто'}, {'PUNCT': ','}, {'PRON': 'вы'}, {'VERB': 'сказать'}, {'PUNCT': ','}, {'VERB': 'прийти'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
5678;А ты вообще кто?;5;[{'CCONJ': 'а'}, {'PRON': 'ты'}, {'ADV': 'вообще'}, {'PRON': 'кто'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
5695;Кто такие гелеопаты?;4;[{'PRON': 'кто'}, {'DET': 'такой'}, {'NOUN': 'гелеопат'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
5708;А кто нудел?;4;[{'CCONJ': 'а'}, {'PRON': 'кто'}, {'VERB': 'нудеть'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
5709;Кто плохо воспринял?;4;[{'PRON': 'кто'}, {'ADV': 'плохо'}, {'VERB': 'воспринять'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
5717;Это кто хотел пробраться к нам в спальню?;9;[{'PRON': 'это'}, {'PRON': 'кто'}, {'VERB': 'хотеть'}, {'VERB': 'пробраться'}, {'ADP': 'к'}, {'PRON': 'мы'}, {'ADP': 'в'}, {'NOUN': 'спальня'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
5736;Кто может вылечить сову?;5;[{'PRON': 'кто'}, {'VERB': 'мочь'}, {'VERB': 'вылечить'}, {'NOUN': 'сова'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
5749;А от кого, кстати, письмо?;8;[{'CCONJ': 'а'}, {'ADP': 'от'}, {'PRON': 'кто'}, {'PUNCT': ','}, {'ADV': 'кстати'}, {'PUNCT': ','}, {'NOUN': 'письмо'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
5767;Но, профессор, кто вас обижает?;8;[{'CCONJ': 'но'}, {'PUNCT': ','}, {'NOUN': 'профессор'}, {'PUNCT': ','}, {'PRON': 'кто'}, {'PRON': 'вы'}, {'VERB': 'обижать'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
5777;А кто нас подслушал?;5;[{'CCONJ': 'а'}, {'PRON': 'кто'}, {'PRON': 'мы'}, {'VERB': 'подслушать'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
5833;У кого оно сейчас?;5;[{'ADP': 'у'}, {'PRON': 'кто'}, {'PRON': 'оно'}, {'ADV': 'сейчас'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
5923;Это кто вам сказал?;5;[{'PRON': 'это'}, {'PRON': 'кто'}, {'PRON': 'вы'}, {'VERB': 'сказать'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
5924;С кем вы говорили?;5;[{'ADP': 'с'}, {'PRON': 'кто'}, {'PRON': 'вы'}, {'VERB': 'говорить'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
6004;Кто на тебя напал?;5;[{'PRON': 'кто'}, {'ADP': 'на'}, {'PRON': 'ты'}, {'VERB': 'напасть'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
6006;Э-э… я, может, невежа, – уставившись на нее, сказал Огрид, – но все одно спрошу: вы, Мерлин побери, кто?;29;[{'PROPN': 'э-э'}, {'PUNCT': '…'}, {'PRON': 'я'}, {'PUNCT': ','}, {'VERB': 'мочь'}, {'PUNCT': ','}, {'NOUN': 'невежа'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'VERB': 'уставиться'}, {'ADP': 'на'}, {'PRON': 'она'}, {'PUNCT': ','}, {'VERB': 'сказать'}, {'PROPN': 'огрид'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'CCONJ': 'но'}, {'DET': 'весь'}, {'DET': 'один'}, {'VERB': 'спросить'}, {'PUNCT': ':'}, {'PRON': 'вы'}, {'PUNCT': ','}, {'PROPN': 'мерлин'}, {'ADV': 'побери'}, {'PUNCT': ','}, {'PRON': 'кто'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
6028;Кого он там держит?;5;[{'PRON': 'кто'}, {'PRON': 'он'}, {'ADV': 'там'}, {'VERB': 'держать'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
6031;Кто больше уважает темноту?;5;[{'PRON': 'кто'}, {'ADV': 'большой'}, {'VERB': 'уважать'}, {'NOUN': 'темнота'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
6032;Кто, он сказал, уважает темноту?;8;[{'PRON': 'кто'}, {'PUNCT': ','}, {'PRON': 'он'}, {'VERB': 'сказать'}, {'PUNCT': ','}, {'VERB': 'уважать'}, {'NOUN': 'темнота'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
6039;Кто это делает?;4;[{'PRON': 'кто'}, {'PRON': 'это'}, {'VERB': 'делать'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
6040;Кто его ест?;4;[{'PRON': 'кто'}, {'PRON': 'он'}, {'VERB': 'есть'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
6061;Его авторство не оставляло сомнений: кто еще мог подвесить к потолку сотню золотых шаров, с которых смотрела сотня лиц Гарри?;23;[{'DET': 'его'}, {'NOUN': 'авторство'}, {'PART': 'не'}, {'VERB': 'оставлять'}, {'NOUN': 'сомнение'}, {'PUNCT': ':'}, {'PRON': 'кто'}, {'ADV': 'еще'}, {'VERB': 'мочь'}, {'VERB': 'подвесить'}, {'ADP': 'к'}, {'NOUN': 'потолок'}, {'NOUN': 'сотня'}, {'ADJ': 'золотой'}, {'NOUN': 'шар'}, {'PUNCT': ','}, {'ADP': 'с'}, {'PRON': 'который'}, {'VERB': 'смотреть'}, {'NOUN': 'сотня'}, {'NOUN': 'лицо'}, {'PROPN': 'гарри'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
6089;Вот именно, – с некоторым отчаянием поддержал его Гарри, – кто?;14;[{'PART': 'вот'}, {'PART': 'именно'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'ADP': 'с'}, {'DET': 'некоторый'}, {'NOUN': 'отчаяние'}, {'VERB': 'поддержать'}, {'PRON': 'он'}, {'PROPN': 'гарри'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'PRON': 'кто'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
6091;А кто бы знал?;5;[{'CCONJ': 'а'}, {'PRON': 'кто'}, {'AUX': 'бы'}, {'VERB': 'знать'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
6097;А кому, собственно, предназначается этот роман?;9;[{'CCONJ': 'а'}, {'PRON': 'кто'}, {'PUNCT': ','}, {'ADV': 'собственно'}, {'PUNCT': ','}, {'VERB': 'предназначаться'}, {'DET': 'этот'}, {'NOUN': 'роман'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
6128;Кто меня звал?;4;[{'PRON': 'кто'}, {'PRON': 'я'}, {'VERB': 'звать'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
6145;А от кого?;4;[{'CCONJ': 'а'}, {'ADP': 'от'}, {'PRON': 'кто'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
6226;А это для кого?;5;[{'CCONJ': 'а'}, {'PRON': 'это'}, {'ADP': 'для'}, {'PRON': 'кто'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
6269;А ты кого навещаешь?;5;[{'CCONJ': 'а'}, {'PRON': 'ты'}, {'PRON': 'кто'}, {'VERB': 'навещать'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
6296;А кто будет давать мне уроки?;7;[{'CCONJ': 'а'}, {'PRON': 'кто'}, {'AUX': 'быть'}, {'VERB': 'давать'}, {'PRON': 'я'}, {'NOUN': 'урок'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
6486;А не проще прямо спросить, кто мне нравится больше – ты или она?;15;[{'CCONJ': 'а'}, {'PART': 'не'}, {'ADJ': 'проще'}, {'ADV': 'прямо'}, {'VERB': 'спросить'}, {'PUNCT': ','}, {'PRON': 'кто'}, {'PRON': 'я'}, {'VERB': 'нравиться'}, {'ADV': 'большой'}, {'PUNCT': '–'}, {'PRON': 'ты'}, {'CCONJ': 'или'}, {'PRON': 'она'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
6494;Ты к кому?;4;[{'PRON': 'ты'}, {'ADP': 'к'}, {'PRON': 'кто'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
6554;И кто же дал вам право делать подобные заявления?;10;[{'CCONJ': 'и'}, {'PRON': 'кто'}, {'PART': 'же'}, {'VERB': 'дать'}, {'PRON': 'вы'}, {'NOUN': 'право'}, {'VERB': 'делать'}, {'ADJ': 'подобный'}, {'NOUN': 'заявление'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
6583;Кто «она», Добби?;7;[{'PRON': 'кто'}, {'PUNCT': '«'}, {'PRON': 'она'}, {'PUNCT': '»'}, {'PUNCT': ','}, {'PROPN': 'добби'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
6603;И кто там был?;5;[{'CCONJ': 'и'}, {'PRON': 'кто'}, {'ADV': 'там'}, {'VERB': 'быть'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
6730;А с кем?;4;[{'CCONJ': 'а'}, {'ADP': 'с'}, {'PRON': 'кто'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
6814;Кто, Кхембридж?;4;[{'PRON': 'кто'}, {'PUNCT': ','}, {'PROPN': 'кхембридж'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
6832;Огрид, – спросила она шепотом, едва различимым на фоне громкого рокота, – он кто?;18;[{'PROPN': 'огрид'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'VERB': 'спросить'}, {'PRON': 'она'}, {'NOUN': 'шепот'}, {'PUNCT': ','}, {'PART': 'едва'}, {'VERB': 'различимым'}, {'ADP': 'на'}, {'NOUN': 'фон'}, {'ADJ': 'громкий'}, {'NOUN': 'рокот'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'PRON': 'он'}, {'PRON': 'кто'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
6990;Кто здесь?;3;[{'PRON': 'кто'}, {'ADV': 'здесь'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
7002;С кем разговаривал?;4;[{'ADP': 'с'}, {'PRON': 'кто'}, {'VERB': 'разговаривать'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
7004;С кем?;3;[{'ADP': 'с'}, {'PRON': 'кто'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
7022;Итак… с кем разговаривал Поттер?;7;[{'ADV': 'итак'}, {'PUNCT': '…'}, {'ADP': 'с'}, {'PRON': 'кто'}, {'VERB': 'разговаривать'}, {'PROPN': 'поттер'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
7047;Кто ты?;3;[{'PRON': 'кто'}, {'PRON': 'ты'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
7048;Я спросил, кто ты, женщина?;8;[{'PRON': 'я'}, {'VERB': 'спросить'}, {'PUNCT': ','}, {'PRON': 'кто'}, {'PRON': 'ты'}, {'PUNCT': ','}, {'NOUN': 'женщина'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
7069;Кто такой Гурп?;4;[{'PRON': 'кто'}, {'DET': 'такой'}, {'PROPN': 'гурп'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
7098;Кто там?;3;[{'PRON': 'кто'}, {'ADV': 'там'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
7251;А кто его слышал?;5;[{'CCONJ': 'а'}, {'PRON': 'кто'}, {'PRON': 'он'}, {'VERB': 'слышать'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
7269;Кто сейчас преподает прорицание?;5;[{'PRON': 'кто'}, {'ADV': 'сейчас'}, {'VERB': 'преподавать'}, {'VERB': 'прорицание'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
7311;Кто может знать лучше тебя?;6;[{'PRON': 'кто'}, {'VERB': 'мочь'}, {'VERB': 'знать'}, {'ADV': 'хороший'}, {'PRON': 'ты'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
7322;А с кем она встречается?;6;[{'CCONJ': 'а'}, {'ADP': 'с'}, {'PRON': 'кто'}, {'PRON': 'она'}, {'VERB': 'встречаться'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
7340;Кто здесь?;3;[{'PRON': 'кто'}, {'ADV': 'здесь'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
7474;Стать хозяином и отвечать за того, кто предал Сириуса?;11;[{'VERB': 'стать'}, {'NOUN': 'хозяин'}, {'CCONJ': 'и'}, {'VERB': 'отвечать'}, {'ADP': 'за'}, {'DET': 'тот'}, {'PUNCT': ','}, {'PRON': 'кто'}, {'VERB': 'предать'}, {'PROPN': 'сириус'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
7492;Это кто?;3;[{'PRON': 'это'}, {'PRON': 'кто'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
7533;Кто здесь?;3;[{'PRON': 'кто'}, {'ADV': 'здесь'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
7570;О ком вы?;4;[{'INTJ': 'о'}, {'PRON': 'кто'}, {'PRON': 'вы'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
7610;Кто знает?;3;[{'PRON': 'кто'}, {'VERB': 'знать'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
7622;Кстати, кто поставил тебе фингал, Грейнджер?;9;[{'ADV': 'кстати'}, {'PUNCT': ','}, {'PRON': 'кто'}, {'VERB': 'поставить'}, {'PRON': 'ты'}, {'NOUN': 'фингал'}, {'PUNCT': ','}, {'PROPN': 'грейнджер'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
7711;Дивангард – Кто это – профессор Дивангард?;8;[{'PROPN': 'дивангард'}, {'PUNCT': '–'}, {'PRON': 'кто'}, {'PRON': 'это'}, {'PUNCT': '–'}, {'NOUN': 'профессор'}, {'PROPN': 'дивангард'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
7733;Кого он еще пригласил?;5;[{'PRON': 'кто'}, {'PRON': 'он'}, {'ADV': 'еще'}, {'VERB': 'пригласить'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
7741;Если вдуматься, кто он вообще такой?;8;[{'SCONJ': 'если'}, {'VERB': 'вдуматься'}, {'PUNCT': ','}, {'PRON': 'кто'}, {'PRON': 'он'}, {'ADV': 'вообще'}, {'DET': 'такой'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
7752;Кто это тебя?;4;[{'PRON': 'кто'}, {'PRON': 'это'}, {'PRON': 'ты'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
7848;Кто знает?;3;[{'PRON': 'кто'}, {'VERB': 'знать'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
7859;Кто это?;3;[{'PRON': 'кто'}, {'PRON': 'это'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
7869;От кого, скажите на милость?;7;[{'ADP': 'от'}, {'PRON': 'кто'}, {'PUNCT': ','}, {'VERB': 'сказать'}, {'ADP': 'на'}, {'NOUN': 'милость'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
7885;Да ты знаешь, с кем разговариваешь, паскудное ты мугродье, а?;14;[{'CCONJ': 'да'}, {'PRON': 'ты'}, {'VERB': 'знать'}, {'PUNCT': ','}, {'ADP': 'с'}, {'PRON': 'кто'}, {'NOUN': 'разговаривать'}, {'PUNCT': ','}, {'VERB': 'паскудное'}, {'PRON': 'ты'}, {'VERB': 'мугродие'}, {'PUNCT': ','}, {'CCONJ': 'а'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
7935;Здорово, кто?;4;[{'ADV': 'здорово'}, {'PUNCT': ','}, {'PRON': 'кто'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
7984;Кто станет тратить время и силы на изобретение подобных шуточек?;11;[{'PRON': 'кто'}, {'VERB': 'стать'}, {'VERB': 'тратить'}, {'NOUN': 'время'}, {'CCONJ': 'и'}, {'NOUN': 'сила'}, {'ADP': 'на'}, {'NOUN': 'изобретение'}, {'ADJ': 'подобный'}, {'NOUN': 'шуточка'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
8011;Лиэнн, а она не говорила, кто ей его передал?;12;[{'PROPN': 'лиэнн'}, {'PUNCT': ','}, {'CCONJ': 'а'}, {'PRON': 'она'}, {'PART': 'не'}, {'VERB': 'говорить'}, {'PUNCT': ','}, {'PRON': 'кто'}, {'PRON': 'она'}, {'PRON': 'он'}, {'VERB': 'передать'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
8050;Кто его записал?;4;[{'PRON': 'кто'}, {'PRON': 'он'}, {'VERB': 'записать'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
8071;Вы кто?;3;[{'PRON': 'вы'}, {'PRON': 'кто'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
8167;–Кого угодно!А ты позвал Психуну?;9;[{'PUNCT': '–'}, {'PRON': 'кто'}, {'ADV': 'угодно'}, {'PUNCT': '!'}, {'CCONJ': 'а'}, {'PRON': 'ты'}, {'VERB': 'позвать'}, {'PROPN': 'психуна'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
8245;Кто будет эгног?;4;[{'PRON': 'кто'}, {'AUX': 'быть'}, {'VERB': 'эгног'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
8249;Кто такой Уолк?;4;[{'PRON': 'кто'}, {'DET': 'такой'}, {'PROPN': 'уолк'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
8263;Брось, за кого ты меня принимаешь?;8;[{'PROPN': 'бросить'}, {'PUNCT': ','}, {'ADP': 'за'}, {'PRON': 'кто'}, {'PRON': 'ты'}, {'PRON': 'я'}, {'VERB': 'принимать'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
8310;Кто же еще?;4;[{'PRON': 'кто'}, {'PART': 'же'}, {'ADV': 'еще'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
8316;Ронюсик, угадай кто?;5;[{'PROPN': 'ронюсик'}, {'PUNCT': ','}, {'VERB': 'угадать'}, {'PRON': 'кто'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
8338;А ты кто?;4;[{'CCONJ': 'а'}, {'PRON': 'ты'}, {'PRON': 'кто'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
8341;Он самый, а кто ж?;7;[{'PRON': 'он'}, {'ADJ': 'самый'}, {'PUNCT': ','}, {'CCONJ': 'а'}, {'PRON': 'кто'}, {'PART': 'ж'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
8348;А ты кто такой?;5;[{'CCONJ': 'а'}, {'PRON': 'ты'}, {'PRON': 'кто'}, {'DET': 'такой'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
