;Natasha_no_hyphen1;Tokens;Lemmas;wh_words;wh_dicts
6536;Итак, Поттер, для чего мы здесь?;9;[{'ADV': 'итак'}, {'PUNCT': ','}, {'PROPN': 'поттер'}, {'PUNCT': ','}, {'ADP': 'для'}, {'PRON': 'что'}, {'PRON': 'мы'}, {'ADV': 'здесь'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6543;Я ведь, кажется, не говорил, что можно использовать заградительное заклятие?;14;[{'PRON': 'я'}, {'PART': 'ведь'}, {'PUNCT': ','}, {'VERB': 'казаться'}, {'PUNCT': ','}, {'PART': 'не'}, {'VERB': 'говорить'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'ADV': 'можно'}, {'VERB': 'использовать'}, {'ADJ': 'заградительный'}, {'NOUN': 'заклятие'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
6548;Что за?;3;[{'PRON': 'что'}, {'ADP': 'за'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6550;Неужели вы не сознавали, к чему идет дело?;10;[{'PART': 'неужели'}, {'PRON': 'вы'}, {'PART': 'не'}, {'VERB': 'сознавать'}, {'PUNCT': ','}, {'ADP': 'к'}, {'PRON': 'что'}, {'VERB': 'идти'}, {'NOUN': 'дело'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6551;Конечно, вам не под силу предсказать и погоду на завтра, но не понять, что увольнение неизбежно?;20;[{'ADV': 'конечно'}, {'PUNCT': ','}, {'PRON': 'вы'}, {'PART': 'не'}, {'ADP': 'под'}, {'NOUN': 'сила'}, {'VERB': 'предсказать'}, {'CCONJ': 'и'}, {'NOUN': 'погода'}, {'ADP': 'на'}, {'NOUN': 'завтра'}, {'PUNCT': ','}, {'CCONJ': 'но'}, {'PART': 'не'}, {'VERB': 'понять'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'NOUN': 'увольнение'}, {'ADJ': 'неизбежный'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
6560;–Вы?Позвольте напомнить, Думбльдор, что, согласно указу об образовании за номером двадцать два…;19;[{'PUNCT': '–'}, {'PRON': 'вы'}, {'PUNCT': '?'}, {'VERB': 'позволить'}, {'VERB': 'напомнить'}, {'PUNCT': ','}, {'PROPN': 'думбльдор'}, {'PUNCT': ','}, {'PRON': 'что'}, {'PUNCT': ','}, {'ADP': 'согласно'}, {'NOUN': 'указ'}, {'ADP': 'о'}, {'NOUN': 'образование'}, {'ADP': 'за'}, {'NOUN': 'номер'}, {'NUM': 'двадцать'}, {'NUM': 'два'}, {'PUNCT': '…'}];что;[{'PRON': 'что'}]
6561;Глава двадцать седьмая Кентавр и гнида – Ну, Гермиона, жалеешь теперь, что бросила прорицание?;18;[{'NOUN': 'глава'}, {'NUM': 'двадцать'}, {'ADJ': 'седьмой'}, {'PROPN': 'кентавр'}, {'CCONJ': 'и'}, {'NOUN': 'гнида'}, {'PUNCT': '–'}, {'PART': 'ну'}, {'PUNCT': ','}, {'PROPN': 'гермиона'}, {'PUNCT': ','}, {'VERB': 'жалеть'}, {'ADV': 'теперь'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'VERB': 'бросить'}, {'NOUN': 'прорицание'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
6565;Что, по-твоему, Фиренце должен карабкаться через люк?;10;[{'PRON': 'что'}, {'PUNCT': ','}, {'ADV': 'по-твоему'}, {'PUNCT': ','}, {'PROPN': 'фиренц'}, {'ADJ': 'должный'}, {'VERB': 'карабкаться'}, {'ADP': 'через'}, {'NOUN': 'люк'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6566;Что это?;3;[{'PRON': 'что'}, {'PRON': 'это'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6578;Огрид, во что ты ввязался?;7;[{'PROPN': 'огрид'}, {'PUNCT': ','}, {'ADP': 'в'}, {'PRON': 'что'}, {'PRON': 'ты'}, {'VERB': 'ввязаться'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6581;В чем дело?;4;[{'ADP': 'в'}, {'PRON': 'что'}, {'NOUN': 'дело'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6582;Что случилось, Добби?;5;[{'PRON': 'что'}, {'VERB': 'случиться'}, {'PUNCT': ','}, {'PROPN': 'добби'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6585;Но что она?;4;[{'CCONJ': 'но'}, {'PRON': 'что'}, {'PRON': 'она'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6595;И не знаешь, что нарушил школьные правила?;9;[{'CCONJ': 'и'}, {'PART': 'не'}, {'VERB': 'знать'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'VERB': 'нарушить'}, {'ADJ': 'школьный'}, {'NOUN': 'правило'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
6597;Значит, тебе неизвестно, – продолжал Фудж невнятным от гнева голосом, – что в школе обнаружено нелегальное ученическое общество?;22;[{'VERB': 'значить'}, {'PUNCT': ','}, {'PRON': 'ты'}, {'ADJ': 'неизвестный'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'VERB': 'продолжать'}, {'PROPN': 'фудж'}, {'NOUN': 'невнятный'}, {'ADP': 'от'}, {'NOUN': 'гнев'}, {'NOUN': 'голос'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'SCONJ': 'что'}, {'ADP': 'в'}, {'NOUN': 'школа'}, {'VERB': 'обнаружить'}, {'ADJ': 'нелегальный'}, {'ADJ': 'ученический'}, {'NOUN': 'общество'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
6598;Что может быть лучше хорошего свидетеля, не так ли, Думбльдор?;13;[{'PRON': 'что'}, {'VERB': 'мочь'}, {'AUX': 'быть'}, {'ADJ': 'лучше'}, {'ADJ': 'хороший'}, {'NOUN': 'свидетель'}, {'PUNCT': ','}, {'PART': 'не'}, {'ADV': 'так'}, {'PART': 'ли'}, {'PUNCT': ','}, {'PROPN': 'думбльдор'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6601;А теперь расскажи, что там происходило, на этом собрании?;12;[{'CCONJ': 'а'}, {'ADV': 'теперь'}, {'VERB': 'рассказать'}, {'PUNCT': ','}, {'PRON': 'что'}, {'ADV': 'там'}, {'VERB': 'происходить'}, {'PUNCT': ','}, {'ADP': 'на'}, {'DET': 'это'}, {'NOUN': 'собрание'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6602;Для чего вы собирались?;5;[{'ADP': 'для'}, {'PRON': 'что'}, {'PRON': 'вы'}, {'VERB': 'собираться'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6604;А у нас что, нет контрпорчи?;8;[{'CCONJ': 'а'}, {'ADP': 'у'}, {'PRON': 'мы'}, {'PRON': 'что'}, {'PUNCT': ','}, {'VERB': 'нет'}, {'NOUN': 'контрпорча'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6621;Что это значит, дорогая?;6;[{'PRON': 'что'}, {'PRON': 'это'}, {'VERB': 'значить'}, {'PUNCT': ','}, {'ADJ': 'дорогой'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6624;Поттер – организатор, он…Что ты трясешь головой, девчонка?;13;[{'PROPN': 'поттер'}, {'PUNCT': '–'}, {'NOUN': 'организатор'}, {'PUNCT': ','}, {'PRON': 'он'}, {'PUNCT': '…'}, {'PRON': 'что'}, {'PRON': 'ты'}, {'VERB': 'трясти'}, {'NOUN': 'голова'}, {'PUNCT': ','}, {'NOUN': 'девчонка'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6634;Уизли, вы все записали, все, что он сказал?;12;[{'PROPN': 'уизли'}, {'PUNCT': ','}, {'PRON': 'вы'}, {'PRON': 'весь'}, {'VERB': 'записать'}, {'PUNCT': ','}, {'PRON': 'весь'}, {'PUNCT': ','}, {'PRON': 'что'}, {'PRON': 'он'}, {'VERB': 'сказать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6636;И про армию для борьбы с министерством, и про то, что он хотел подорвать мое положение?;19;[{'CCONJ': 'и'}, {'ADP': 'про'}, {'NOUN': 'армия'}, {'ADP': 'для'}, {'NOUN': 'борьба'}, {'ADP': 'с'}, {'NOUN': 'министерство'}, {'PUNCT': ','}, {'CCONJ': 'и'}, {'ADP': 'про'}, {'PRON': 'тот'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PRON': 'он'}, {'VERB': 'хотеть'}, {'VERB': 'подорвать'}, {'DET': 'мой'}, {'NOUN': 'положение'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
6640;Вы что, – осклабился Фудж, приходя в себя, – хотите в одиночку справиться со мной, Давлишем, Кандальером и Долорес?;25;[{'PRON': 'вы'}, {'PRON': 'что'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'NOUN': 'осклабиться'}, {'PROPN': 'фудж'}, {'PUNCT': ','}, {'VERB': 'приходить'}, {'ADP': 'в'}, {'PRON': 'себя'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'VERB': 'хотеть'}, {'ADP': 'в'}, {'NOUN': 'одиночка'}, {'VERB': 'справиться'}, {'ADP': 'с'}, {'PRON': 'я'}, {'PUNCT': ','}, {'PROPN': 'давлиш'}, {'PUNCT': ','}, {'PROPN': 'кандальер'}, {'CCONJ': 'и'}, {'PROPN': 'долорес'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6650;Уверена, что хочешь высказаться до конца, Грейнджер?;10;[{'ADJ': 'уверить'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'VERB': 'хотеть'}, {'VERB': 'высказаться'}, {'ADP': 'до'}, {'NOUN': 'конец'}, {'PUNCT': ','}, {'PROPN': 'грейнджер'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
6653;Что значит «попытался»?;6;[{'PRON': 'что'}, {'VERB': 'значить'}, {'PUNCT': '«'}, {'VERB': 'попытаться'}, {'PUNCT': '»'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6660;Что будете пить?;4;[{'PRON': 'что'}, {'AUX': 'быть'}, {'VERB': 'пить'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6666;В чем дело?;4;[{'ADP': 'в'}, {'PRON': 'что'}, {'NOUN': 'дело'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6670;Что это?;3;[{'PRON': 'что'}, {'PRON': 'это'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6675;То, о чем он страстно мечтает… он или кто-то другой?;13;[{'PRON': 'тот'}, {'PUNCT': ','}, {'ADP': 'о'}, {'PRON': 'что'}, {'PRON': 'он'}, {'ADV': 'страстно'}, {'VERB': 'мечтать'}, {'PUNCT': '…'}, {'PRON': 'он'}, {'CCONJ': 'или'}, {'PRON': 'кто-то'}, {'ADJ': 'другой'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6681;Ну что?;3;[{'PART': 'ну'}, {'PRON': 'что'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6683;Драко, в чем дело?;6;[{'PROPN': 'драко'}, {'PUNCT': ','}, {'ADP': 'в'}, {'PRON': 'что'}, {'NOUN': 'дело'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6686;Что там?;3;[{'PRON': 'что'}, {'ADV': 'там'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6687;Что Злей так тщательно скрывает?;6;[{'SCONJ': 'что'}, {'PROPN': 'злеть'}, {'ADV': 'так'}, {'ADV': 'тщательно'}, {'VERB': 'скрывать'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
6690;И что потом будет делать Злей – вернется к себе или поведет Монтегю в лазарет?;16;[{'CCONJ': 'и'}, {'PRON': 'что'}, {'ADV': 'потом'}, {'AUX': 'быть'}, {'VERB': 'делать'}, {'PROPN': 'злеть'}, {'PUNCT': '–'}, {'VERB': 'вернуться'}, {'ADP': 'к'}, {'PRON': 'себя'}, {'CCONJ': 'или'}, {'VERB': 'повести'}, {'PROPN': 'монтегя'}, {'ADP': 'в'}, {'NOUN': 'лазарет'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6692;Интересно, что это значит?;6;[{'ADJ': 'интересный'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PRON': 'это'}, {'VERB': 'значить'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
6695;Ты что, Червехвост, совсем тупой?;8;[{'PRON': 'ты'}, {'PRON': 'что'}, {'PUNCT': ','}, {'PROPN': 'червехвост'}, {'PUNCT': ','}, {'ADV': 'совсем'}, {'ADJ': 'тупой'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6699;Интересно что?;3;[{'ADJ': 'интересный'}, {'PRON': 'что'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6700;Что ты с нами сделаешь?;6;[{'PRON': 'что'}, {'PRON': 'ты'}, {'ADP': 'с'}, {'PRON': 'мы'}, {'VERB': 'сделать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6703;Что он вам сделал?;5;[{'PRON': 'что'}, {'PRON': 'он'}, {'PRON': 'вы'}, {'VERB': 'сделать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6706;Что это с ней?;5;[{'PRON': 'что'}, {'PRON': 'это'}, {'ADP': 'с'}, {'PRON': 'она'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6712;Хочешь сказать, что сны у тебя прекратились?;9;[{'VERB': 'хотеть'}, {'VERB': 'сказать'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'NOUN': 'сон'}, {'ADP': 'у'}, {'PRON': 'ты'}, {'VERB': 'прекратиться'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
6716;Гарри, в чем дело?;6;[{'PROPN': 'гарри'}, {'PUNCT': ','}, {'ADP': 'в'}, {'PRON': 'что'}, {'NOUN': 'дело'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6718;Она тоже вся несчастная… вы что, опять поссорились?;11;[{'PRON': 'она'}, {'ADV': 'тоже'}, {'DET': 'весь'}, {'ADJ': 'несчастный'}, {'PUNCT': '…'}, {'PRON': 'вы'}, {'SCONJ': 'что'}, {'PUNCT': ','}, {'ADV': 'опять'}, {'VERB': 'поссориться'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
6721;И разве Огрид с Сириусом не твердили постоянно, что отец Гарри был прекрасным человеком?;16;[{'CCONJ': 'и'}, {'PART': 'разве'}, {'PROPN': 'огрид'}, {'ADP': 'с'}, {'PROPN': 'сириус'}, {'PART': 'не'}, {'VERB': 'твердить'}, {'ADV': 'постоянно'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'NOUN': 'отец'}, {'PROPN': 'гарри'}, {'AUX': 'быть'}, {'ADJ': 'прекрасный'}, {'NOUN': 'человек'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
6728;А что случилось?;4;[{'CCONJ': 'а'}, {'PRON': 'что'}, {'VERB': 'случиться'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6731;ВЫ ЧТО СЕБЕ ПОЗВОЛЯЕТЕ?;5;[{'PRON': 'вы'}, {'PROPN': 'что'}, {'NOUN': 'себе'}, {'INTJ': 'позволяете'}, {'PUNCT': '?'}];что;[{'PROPN': 'что'}]
6738;Что за глупости?;4;[{'PRON': 'что'}, {'ADP': 'за'}, {'NOUN': 'глупость'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6739;Вы, может быть, заметили, что в каникулы мы вели себя исключительнотихо?;15;[{'PRON': 'вы'}, {'PUNCT': ','}, {'VERB': 'мочь'}, {'VERB': 'быть'}, {'PUNCT': ','}, {'VERB': 'заметить'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'ADP': 'в'}, {'NOUN': 'каникулы'}, {'PRON': 'мы'}, {'VERB': 'вести'}, {'PRON': 'себя'}, {'NOUN': 'исключительнотихо'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
6743;Ты что… совсем того?;6;[{'PRON': 'ты'}, {'PRON': 'что'}, {'PUNCT': '…'}, {'ADV': 'совсем'}, {'PRON': 'тот'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6746;А ты что думаешь?;5;[{'CCONJ': 'а'}, {'PRON': 'ты'}, {'PRON': 'что'}, {'VERB': 'думать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6749;А что за отвлекающий маневр?;6;[{'CCONJ': 'а'}, {'PRON': 'что'}, {'ADP': 'за'}, {'ADJ': 'отвлекать'}, {'NOUN': 'маневр'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6752;Вы уже думали, чем хотели бы заниматься после школы?;11;[{'PRON': 'вы'}, {'ADV': 'уже'}, {'VERB': 'думать'}, {'PUNCT': ','}, {'PRON': 'что'}, {'VERB': 'хотеть'}, {'AUX': 'бы'}, {'VERB': 'заниматься'}, {'ADP': 'после'}, {'NOUN': 'школа'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6764;А что это за психологические тесты и испытания, которые надо проходить?;13;[{'CCONJ': 'а'}, {'PRON': 'что'}, {'PRON': 'это'}, {'ADP': 'за'}, {'ADJ': 'психологический'}, {'NOUN': 'тест'}, {'CCONJ': 'и'}, {'NOUN': 'испытание'}, {'PUNCT': ','}, {'PRON': 'который'}, {'ADV': 'надо'}, {'VERB': 'проходить'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6768;Что скажет Макгонаголл, которая выказала ему такое доверие, если его застукают в кабинете Кхембридж?;17;[{'SCONJ': 'что'}, {'VERB': 'сказать'}, {'PROPN': 'макгонаголл'}, {'PUNCT': ','}, {'PRON': 'который'}, {'VERB': 'выказать'}, {'PRON': 'он'}, {'DET': 'такой'}, {'NOUN': 'доверие'}, {'PUNCT': ','}, {'SCONJ': 'если'}, {'PRON': 'он'}, {'VERB': 'застукать'}, {'ADP': 'в'}, {'NOUN': 'кабинет'}, {'PROPN': 'кхембридж'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
6769;И что, собственно, мешает ему вернуться после уроков в гриффиндорскую башню?;14;[{'CCONJ': 'и'}, {'PRON': 'что'}, {'PUNCT': ','}, {'ADV': 'собственно'}, {'PUNCT': ','}, {'VERB': 'мешать'}, {'PRON': 'он'}, {'VERB': 'вернуться'}, {'ADP': 'после'}, {'NOUN': 'урок'}, {'ADP': 'в'}, {'ADJ': 'гриффиндорский'}, {'NOUN': 'башня'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6775;В чем дело?;4;[{'ADP': 'в'}, {'PRON': 'что'}, {'NOUN': 'дело'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6776;Что случилось?;3;[{'PRON': 'что'}, {'VERB': 'случиться'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6783;Что он-то тебе сказал?;5;[{'SCONJ': 'что'}, {'NOUN': 'он-то'}, {'PRON': 'ты'}, {'VERB': 'сказать'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
6788;Это что, Шкверчок на лестнице?;7;[{'PRON': 'это'}, {'PRON': 'что'}, {'PUNCT': ','}, {'PROPN': 'шкверчок'}, {'ADP': 'на'}, {'NOUN': 'лестница'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6790;Знаете что?;3;[{'VERB': 'знать'}, {'PRON': 'что'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6791;Джордж, тебе не кажется, что мы несколько засиделись за партой?;13;[{'PROPN': 'джордж'}, {'PUNCT': ','}, {'PRON': 'ты'}, {'PART': 'не'}, {'VERB': 'казаться'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PRON': 'мы'}, {'ADV': 'несколько'}, {'VERB': 'засидеться'}, {'ADP': 'за'}, {'NOUN': 'парта'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
6792;Может, пора проверить, на что мы способны в реальной жизни?;13;[{'VERB': 'мочь'}, {'PUNCT': ','}, {'NOUN': 'пора'}, {'VERB': 'проверить'}, {'PUNCT': ','}, {'ADP': 'на'}, {'PRON': 'что'}, {'PRON': 'мы'}, {'ADJ': 'способный'}, {'ADP': 'в'}, {'ADJ': 'реальный'}, {'NOUN': 'жизнь'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6793;Может, надо рассказать, что мы знаем?;9;[{'VERB': 'мочь'}, {'PUNCT': ','}, {'ADV': 'надо'}, {'VERB': 'рассказать'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PRON': 'мы'}, {'VERB': 'знать'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
6795;Все это прекрасно, но что, если Монтегю навсегда повредился в уме?;14;[{'DET': 'весь'}, {'PRON': 'это'}, {'ADJ': 'прекрасный'}, {'PUNCT': ','}, {'CCONJ': 'но'}, {'PRON': 'что'}, {'PUNCT': ','}, {'SCONJ': 'если'}, {'PROPN': 'монтегя'}, {'ADV': 'навсегда'}, {'VERB': 'повредиться'}, {'ADP': 'в'}, {'NOUN': 'ум'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6799;Что ты мог сделать?;5;[{'PRON': 'что'}, {'PRON': 'ты'}, {'VERB': 'мочь'}, {'VERB': 'сделать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6815;Да в чем дело, Огрид?;7;[{'PART': 'да'}, {'ADP': 'в'}, {'PRON': 'что'}, {'NOUN': 'дело'}, {'PUNCT': ','}, {'PROPN': 'огрид'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6819;А при чем тут Фиренце?;6;[{'CCONJ': 'а'}, {'ADP': 'при'}, {'PRON': 'что'}, {'ADV': 'тут'}, {'PROPN': 'фиренц'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6831;Что надо делать?;4;[{'PRON': 'что'}, {'ADV': 'надо'}, {'VERB': 'делать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6833;Вопрос показался Гарри странным… сам он собирался спросить: «Что это?;14;[{'NOUN': 'вопрос'}, {'ADJ': 'показаться'}, {'PROPN': 'гарри'}, {'ADJ': 'странный'}, {'PUNCT': '…'}, {'ADJ': 'сам'}, {'PRON': 'он'}, {'VERB': 'собираться'}, {'VERB': 'спросить'}, {'PUNCT': ':'}, {'PUNCT': '«'}, {'PRON': 'что'}, {'PRON': 'это'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6845;А для чего тогда веревки?;6;[{'CCONJ': 'а'}, {'ADP': 'для'}, {'PRON': 'что'}, {'ADV': 'тогда'}, {'NOUN': 'веревка'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6847;А что, собственно, мы должны делать?;9;[{'CCONJ': 'а'}, {'PRON': 'что'}, {'PUNCT': ','}, {'ADV': 'собственно'}, {'PUNCT': ','}, {'PRON': 'мы'}, {'ADJ': 'должный'}, {'VERB': 'делать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6848;А конкретно… что подразумевается?;6;[{'CCONJ': 'а'}, {'ADV': 'конкретно'}, {'PUNCT': '…'}, {'PRON': 'что'}, {'VERB': 'подразумеваться'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6850;Ну что, я его разбужу?;7;[{'PART': 'ну'}, {'PRON': 'что'}, {'PUNCT': ','}, {'PRON': 'я'}, {'PRON': 'он'}, {'VERB': 'разбудить'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6855;Помнишь, я говорил, что, может, по делам уеду, а они о тебе заботиться будут?;20;[{'VERB': 'помнить'}, {'PUNCT': ','}, {'PRON': 'я'}, {'VERB': 'говорить'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PUNCT': ','}, {'VERB': 'мочь'}, {'PUNCT': ','}, {'ADP': 'по'}, {'NOUN': 'дело'}, {'VERB': 'уехать'}, {'PUNCT': ','}, {'CCONJ': 'а'}, {'PRON': 'они'}, {'ADP': 'о'}, {'PRON': 'ты'}, {'VERB': 'заботиться'}, {'AUX': 'быть'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
6863;Ну чего… э-э… пошли обратно?;8;[{'PART': 'ну'}, {'PRON': 'что'}, {'PUNCT': '…'}, {'NOUN': 'э-э'}, {'PUNCT': '…'}, {'VERB': 'пойти'}, {'ADV': 'обратно'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6864;Что будет, если кто-нибудь узнает про гиганта?;9;[{'PRON': 'что'}, {'AUX': 'быть'}, {'PUNCT': ','}, {'SCONJ': 'если'}, {'PRON': 'кто-нибудь'}, {'VERB': 'узнавать'}, {'ADP': 'про'}, {'NOUN': 'гигант'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6866;Неужели он думает, что Гурп когда-нибудь сможет общаться с людьми?;12;[{'PART': 'неужели'}, {'PRON': 'он'}, {'VERB': 'думать'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PROPN': 'гурп'}, {'ADV': 'когда-нибудь'}, {'VERB': 'смочь'}, {'VERB': 'общаться'}, {'ADP': 'с'}, {'NOUN': 'человек'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
6867;Мы, кажется, ясно дали понять, Огрид, – произнес глубокий мужской голос, – что тебе здесь больше делать нечего?;24;[{'PRON': 'мы'}, {'PUNCT': ','}, {'VERB': 'казаться'}, {'PUNCT': ','}, {'ADV': 'ясно'}, {'VERB': 'дать'}, {'VERB': 'понять'}, {'PUNCT': ','}, {'PROPN': 'огрид'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'VERB': 'произнести'}, {'ADJ': 'глубокий'}, {'ADJ': 'мужской'}, {'NOUN': 'голос'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'SCONJ': 'что'}, {'PRON': 'ты'}, {'ADV': 'здесь'}, {'ADV': 'большой'}, {'VERB': 'делать'}, {'VERB': 'нечего'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
6871;И все потому, что не допустил убийства?;9;[{'CCONJ': 'и'}, {'PRON': 'весь'}, {'ADV': 'потому'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PART': 'не'}, {'VERB': 'допустить'}, {'NOUN': 'убийство'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
6882;Чего ты улыбаешься?;4;[{'PRON': 'что'}, {'PRON': 'ты'}, {'VERB': 'улыбаться'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6890;Что нам оставалось?;4;[{'PRON': 'что'}, {'PRON': 'мы'}, {'VERB': 'оставаться'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6903;Но ведь это хорошо, что она тебя знает, правда?;12;[{'CCONJ': 'но'}, {'PART': 'ведь'}, {'PRON': 'это'}, {'ADJ': 'хороший'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PRON': 'она'}, {'PRON': 'ты'}, {'VERB': 'знать'}, {'PUNCT': ','}, {'ADV': 'правда'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
6907;Это что, они?;5;[{'PRON': 'это'}, {'PRON': 'что'}, {'PUNCT': ','}, {'PRON': 'они'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6912;Ну что, вроде все не так уж и страшно, правда?;13;[{'PART': 'ну'}, {'PRON': 'что'}, {'PUNCT': ','}, {'ADP': 'вроде'}, {'PRON': 'весь'}, {'PART': 'не'}, {'ADV': 'так'}, {'PART': 'уж'}, {'PART': 'и'}, {'ADJ': 'страшный'}, {'PUNCT': ','}, {'ADV': 'правда'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
