,Index,Baseline,Baseline count,HU,HU count,GPT,GPT count,Baseline = HU count?,Baseline = GPT count?,HU count = GPT count?,Baseline = HU word?,Baseline = GPT word?
762,762,усовершенствованиями,9,усовершенствованиями,7,усовершенствованиями,8,False,False,False,True,True
763,763,весенний,3,весенний,3,весенний,3,True,True,True,True,True
764,764,базирующуюся,7,базирующуюся,5,базирующуюся,5,False,False,True,True,True
765,765,оплачиваемый,6,оплачиваемый,5,оплачиваемый,5,False,False,True,True,True
766,766,волк,1,волк,1,волк,1,True,True,True,True,True
767,767,четырнадцатое,6,четырнадцатое,5,четырнадцатое,5,False,False,True,True,True
768,768,альбом,2,альбом,2,альбом,2,True,True,True,True,True
769,769,деньги,2,деньги,2,деньги,2,True,True,True,True,True
770,770,одиннадцатое,6,одиннадцатое,5,одиннадцатое,5,False,False,True,True,True
771,771,доброжелательный,6,доброжелательный,6,доброжелательный,6,True,True,True,True,True
772,772,правоохранительная,8,правоохранительная,7,правоохранительная,6,False,False,False,True,True
773,773,жужжание,4,жужжание,3,жужжание,3,False,False,True,True,True
774,774,великолепие,6,великолепие,5,великолепие,5,False,False,True,True,True
775,775,мышь,1,мышь,1,мышь,1,True,True,True,True,True
776,776,языковая,5,языковая,4,языковая,4,False,False,True,True,True
777,777,доброжелательность,6,доброжелательность,7,доброжелательность,6,False,True,False,True,True
778,778,Ям,1,Ям,1,Ям,1,True,True,True,True,True
779,779,ам,1,ам,1,ам,1,True,True,True,True,True
780,780,империалистические,9,империалистические,7,империалистические,7,False,False,True,True,True
781,781,разноцветные,5,разноцветные,4,разноцветные,4,False,False,True,True,True
782,782,глообализационными,9,глообализационными,7,глообализационными,7,False,False,True,True,True
783,783,осенние,4,осенние,3,осенние,3,False,False,True,True,True
784,784,программирование,7,программирование,6,программирование,6,False,False,True,True,True
785,785,центральная,4,центральная,4,центральная,3,True,False,False,True,True
786,786,четырехлепестковые,8,четырехлепестковые,6,четырехлепестковые,7,False,False,False,True,True
787,787,пенал,2,пенал,2,пенал,2,True,True,True,True,True
788,788,жук,1,жук,1,жук,1,True,True,True,True,True
789,789,целоваться,4,целоваться,4,целоваться,4,True,True,True,True,True
790,790,юбилейное,5,юбилейное,4,юбилейное,4,False,False,True,True,True
791,791,тихоокеанского,7,тихоокеанского,6,тихоокеанского,5,False,False,False,True,True
792,792,Яна,2,Яна,2,Яна,2,True,True,True,True,True
793,793,праздник,2,праздник,2,праздник,2,True,True,True,True,True
794,794,этноконфессиональных,8,этноконфессиональных,8,этноконфессиональных,7,True,False,False,True,True
795,795,телефон,3,телефон,3,телефон,3,True,True,True,True,True
796,796,гусеница,4,гусеница,3,гусеница,4,False,True,False,True,True
797,797,Юлианович,5,Юлианович,5,Юлианович,4,True,False,False,True,True
798,798,эксплуатации,6,эксплуатации,6,эксплуатации,4,True,False,False,True,True
799,799,лев,1,лев,1,лев,1,True,True,True,True,True
800,800,кардиореспираторной,8,кардиореспираторной,8,кардиореспираторной,7,True,False,False,True,True
801,801,фитопалеонтология,9,фитопалеонтология,8,фитопалеонтология,7,False,False,False,True,True
802,802,барражирование,7,барражирование,6,барражирование,6,False,False,True,True,True
803,803,полиэтиленовая,8,полиэтиленовая,6,полиэтиленовая,6,False,False,True,True,True
804,804,электробезопасность,7,электробезопасность,7,электробезопасность,7,True,True,True,True,True
805,805,величественные,6,величественные,5,величественные,5,False,False,True,True,True
806,806,железнодорожная,7,железнодорожная,5,железнодорожная,6,False,False,False,True,True
807,807,человеконенавистник,8,человеконенавистник,7,человеконенавистник,8,False,True,False,True,True
808,808,трактор,2,трактор,2,трактор,2,True,True,True,True,True
809,809,тихоокеанский,6,тихоокеанский,5,тихоокеанский,4,False,False,False,True,True
810,810,ночник,2,ночник,2,ночник,2,True,True,True,True,True
811,811,горнодобывающая,8,горнодобывающая,6,горнодобывающая,6,False,False,True,True,True
812,812,пляж,1,пляж,1,пляж,1,True,True,True,True,True
813,813,широкоугольный,6,широкоугольный,5,широкоугольный,5,False,False,True,True,True
814,814,звукозаписывающее,9,звукозаписывающее,7,звукозаписывающее,7,False,False,True,True,True
815,815,извините,4,извините,4,извините,4,True,True,True,True,True
816,816,эмоциональный,6,эмоциональный,5,эмоциональный,5,False,False,True,True,True
817,817,специализированные,9,специализированные,7,специализированные,7,False,False,True,True,True
818,818,коллекционирование,9,коллекционирование,7,коллекционирование,7,False,False,True,True,True
819,819,целлюлоза,4,целлюлоза,4,целлюлоза,4,True,True,True,True,True
820,820,шторм,1,шторм,1,шторм,1,True,True,True,True,True
821,821,целеустремленный,6,целеустремленный,6,целеустремленный,5,True,False,False,True,True
822,822,происхождение,6,происхождение,5,происхождение,4,False,False,False,True,True
823,823,зелёная,4,зелёная,3,зелёная,3,False,False,True,True,True
824,824,теоретический,6,теоретический,5,теоретический,5,False,False,True,True,True
825,825,единичный,4,единичный,3,единичный,4,False,True,False,True,True
826,826,яишница,4,яишница,3,яишница,3,False,False,True,True,True
827,827,забастовка,4,забастовка,4,забастовка,4,True,True,True,True,True
828,828,предполагает,5,предполагает,4,предполагает,4,False,False,True,True,True
829,829,программа,3,программа,3,программа,3,True,True,True,True,True
830,830,шахматы,3,шахматы,2,шахматы,3,False,True,False,True,True
831,831,словообразование,8,словообразование,6,словообразование,6,False,False,True,True,True
832,832,актёр,2,актёр,2,актёр,2,True,True,True,True,True
833,833,ёжик,2,ёжик,2,ёжик,2,True,True,True,True,True
834,834,психоневрологическая,9,психоневрологическая,8,психоневрологическая,8,False,False,True,True,True
835,835,ёжики,3,ёжики,3,ёжики,3,True,True,True,True,True
836,836,Ирина,3,Ирина,3,Ирина,3,True,True,True,True,True
837,837,предаттестационная,8,предаттестационная,8,предаттестационная,6,True,False,False,True,True
838,838,муж,1,муж,1,муж,1,True,True,True,True,True
839,839,карбокксиметилцеллюлоза,9,карбокксиметилцеллюлоза,9,карбокксиметилцеллюлоза,9,True,True,True,True,True
840,840,разнообразие,6,разнообразие,5,разнообразие,4,False,False,False,True,True
841,841,як,1,як,1,як,1,True,True,True,True,True
842,842,яблонька,3,яблонька,3,яблонька,3,True,True,True,True,True
843,843,аэроплан,4,аэроплан,4,аэроплан,3,True,False,False,True,True
844,844,лось,1,лось,1,лось,1,True,True,True,True,True
845,845,главнокомандующего,8,главнокомандующего,7,главнокомандующего,7,False,False,True,True,True
846,846,шизофрении,5,шизофрении,5,шизофрении,4,True,False,False,True,True
847,847,финансирование,7,финансирование,6,финансирование,6,False,False,True,True,True
848,848,движение,4,движение,3,движение,3,False,False,True,True,True
849,849,удивительные,6,удивительные,5,удивительные,5,False,False,True,True,True
850,850,скамейка,3,скамейка,3,скамейка,3,True,True,True,True,True
851,851,единственного,5,единственного,4,единственного,5,False,True,False,True,True
852,852,ёлочка,3,ёлочка,3,ёлочка,3,True,True,True,True,True
853,853,ежевика,4,ежевика,3,ежевика,4,False,True,False,True,True
854,854,документационного,8,документационного,7,документационного,7,False,False,True,True,True
855,855,медведь,2,медведь,2,медведь,2,True,True,True,True,True
856,856,идеализированному,9,идеализированному,7,идеализированному,8,False,False,False,True,True
857,857,шестнадцатое,5,шестнадцатое,5,шестнадцатое,4,True,False,False,True,True
858,858,горькая,3,горькая,2,горькая,2,False,False,True,True,True
859,859,щипцы,2,щипцы,2,щипцы,2,True,True,True,True,True
860,860,явление,4,явление,3,явление,3,False,False,True,True,True
861,861,щуплый,2,щуплый,2,щуплый,2,True,True,True,True,True
862,862,электрический,5,электрический,5,электрический,5,True,True,True,True,True
863,863,ива,2,ива,2,ива,2,True,True,True,True,True
864,864,зелёный,3,зелёный,3,зелёный,3,True,True,True,True,True
865,865,холодная,4,холодная,3,холодная,3,False,False,True,True,True
866,866,метеорологические,9,метеорологические,7,метеорологические,7,False,False,True,True,True
867,867,реабилитационный,8,реабилитационный,7,реабилитационный,6,False,False,False,True,True
868,868,дружба,2,дружба,2,дружба,2,True,True,True,True,True
869,869,трудоустройство,5,трудоустройство,5,трудоустройство,4,True,False,False,True,True
870,870,серебро,3,серебро,3,серебро,3,True,True,True,True,True
871,871,совершенствование,7,совершенствование,6,совершенствование,6,False,False,True,True,True
872,872,хорошая,4,хорошая,3,хорошая,3,False,False,True,True,True
873,873,авиация,5,авиация,4,авиация,3,False,False,False,True,True
874,874,растения,4,растения,3,растения,3,False,False,True,True,True
875,875,бабушка,3,бабушка,3,бабушка,3,True,True,True,True,True
876,876,действительно,4,действительно,4,действительно,4,True,True,True,True,True
877,877,автомобиль,4,автомобиль,4,автомобиль,4,True,True,True,True,True
878,878,электрификация,7,электрификация,6,электрификация,6,False,False,True,True,True
879,879,Тверь,1,Тверь,1,Тверь,1,True,True,True,True,True
880,880,азотофиксирующий,8,азотофиксирующий,7,азотофиксирующий,7,False,False,True,True,True
881,881,шишка,2,шишка,2,шишка,2,True,True,True,True,True
882,882,щётка,2,щётка,2,щётка,2,True,True,True,True,True
883,883,быстро,2,быстро,2,быстро,2,True,True,True,True,True
884,884,шантажировать,5,шантажировать,5,шантажировать,5,True,True,True,True,True
885,885,дисквалифицировали,8,дисквалифицировали,7,дисквалифицировали,8,False,True,False,True,True
886,886,называется,5,называется,4,называется,4,False,False,True,True,True
887,887,жил,1,жил,1,жил,1,True,True,True,True,True
888,888,экспресс,2,экспресс,2,экспресс,2,True,True,True,True,True
889,889,метро,2,метро,2,метро,2,True,True,True,True,True
890,890,животноводство,5,животноводство,5,животноводство,5,True,True,True,True,True
891,891,конструирование,7,конструирование,6,конструирование,5,False,False,False,True,True
892,892,Эдик,2,Эдик,2,Эдик,2,True,True,True,True,True
893,893,дифференцированная,8,дифференцированная,7,дифференцированная,7,False,False,True,True,True
894,894,сочинение,5,сочинение,4,сочинение,4,False,False,True,True,True
895,895,ералаш,3,ералаш,3,ералаш,3,True,True,True,True,True
896,896,апельсин,3,апельсин,3,апельсин,3,True,True,True,True,True
897,897,молоко,3,молоко,3,молоко,3,True,True,True,True,True
898,898,противоположные,7,противоположные,6,противоположные,6,False,False,True,True,True
899,899,реабилитационные,9,реабилитационные,7,реабилитационные,6,False,False,False,True,True
900,900,логопедической,6,логопедической,6,логопедической,6,True,True,True,True,True
901,901,ручьи,2,ручьи,2,ручьи,2,True,True,True,True,True
902,902,имена,3,имена,3,имена,3,True,True,True,True,True
903,903,квалификационная,8,квалификационная,7,квалификационная,6,False,False,False,True,True
904,904,ульи,2,ульи,2,ульи,2,True,True,True,True,True
905,905,хвост,1,хвост,1,хвост,1,True,True,True,True,True
906,906,ёсць,1,ёсць,2,ёсць,1,False,True,False,True,True
907,907,Антон,2,Антон,2,Антон,2,True,True,True,True,True
908,908,ум,1,ум,1,ум,1,True,True,True,True,True
909,909,щелочение,5,щелочение,4,щелочение,4,False,False,True,True,True
910,910,единственная,5,единственная,4,единственная,4,False,False,True,True,True
911,911,телерадиокомпания,9,телерадиокомпания,7,телерадиокомпания,7,False,False,True,True,True
912,912,фантастика,4,фантастика,4,фантастика,4,True,True,True,True,True
913,913,эмоциональная,7,эмоциональная,5,эмоциональная,5,False,False,True,True,True
914,914,йеменцу,3,йеменцу,3,йеменцу,3,True,True,True,True,True
915,915,зоопарк,3,зоопарк,3,зоопарк,2,True,False,False,True,True
916,916,янтарная,4,янтарная,3,янтарная,3,False,False,True,True,True
917,917,материальное,6,материальное,5,материальное,4,False,False,False,True,True
918,918,акула,3,акула,3,акула,3,True,True,True,True,True
919,919,ерунда,3,ерунда,3,ерунда,3,True,True,True,True,True
920,920,электрообеспечение,9,электрообеспечение,7,электрообеспечение,7,False,False,True,True,True
921,921,биологический,6,биологический,6,биологический,5,True,False,False,True,True
922,922,поэзия,4,поэзия,3,поэзия,2,False,False,False,True,True
923,923,ядовитую,5,ядовитую,4,ядовитую,4,False,False,True,True,True
924,924,теплоизоляционные,9,теплоизоляционные,7,теплоизоляционные,6,False,False,False,True,True
925,925,финал,2,финал,2,финал,2,True,True,True,True,True
926,926,традиция,4,традиция,4,традиция,3,True,False,False,True,True
927,927,декабрь,2,декабрь,2,декабрь,2,True,True,True,True,True
928,928,Арс,1,Арс,1,Арс,1,True,True,True,True,True
929,929,общеобразовательную,9,общеобразовательную,7,общеобразовательную,7,False,False,True,True,True
930,930,шестьюдесятью,5,шестьюдесятью,5,шестьюдесятью,5,True,True,True,True,True
931,931,температура,5,температура,5,температура,5,True,True,True,True,True
932,932,холодный,3,холодный,3,холодный,3,True,True,True,True,True
933,933,шампиньоны,4,шампиньоны,4,шампиньоны,4,True,True,True,True,True
934,934,разъезд,2,разъезд,2,разъезд,2,True,True,True,True,True
935,935,танк,1,танк,1,танк,1,True,True,True,True,True
936,936,цветы,2,цветы,2,цветы,2,True,True,True,True,True
937,937,разочарование,7,разочарование,6,разочарование,6,False,False,True,True,True
938,938,украинский,4,украинский,4,украинский,3,True,False,False,True,True
939,939,наряд,2,наряд,2,наряд,2,True,True,True,True,True
940,940,учительница,5,учительница,5,учительница,5,True,True,True,True,True
941,941,юные,3,юные,2,юные,2,False,False,True,True,True
942,942,металлообнаружитель,8,металлообнаружитель,7,металлообнаружитель,7,False,False,True,True,True
943,943,листочками,4,листочками,4,листочками,4,True,True,True,True,True
944,944,их,1,их,1,их,1,True,True,True,True,True
945,945,дифференцированы,7,дифференцированы,6,дифференцированы,7,False,True,False,True,True
946,946,конкурентоспособность,7,конкурентоспособность,7,конкурентоспособность,7,True,True,True,True,True
947,947,подосиновик,5,подосиновик,4,подосиновик,5,False,True,False,True,True
948,948,уж,1,уж,1,уж,1,True,True,True,True,True
949,949,вышеперечисленные,8,вышеперечисленные,7,вышеперечисленные,7,False,False,True,True,True
950,950,насекомые,5,насекомые,4,насекомые,4,False,False,True,True,True
951,951,микросхема,4,микросхема,4,микросхема,4,True,True,True,True,True
952,952,квалификационные,8,квалификационные,7,квалификационные,6,False,False,False,True,True
953,953,эксперт,2,эксперт,2,эксперт,2,True,True,True,True,True
954,954,фигурирующих,6,фигурирующих,5,фигурирующих,5,False,False,True,True,True
955,955,подъезд,2,подъезд,2,подъезд,2,True,True,True,True,True
956,956,настоящая,5,настоящая,4,настоящая,3,False,False,False,True,True
957,957,гидроэлектростанцией,8,гидроэлектростанцией,8,гидроэлектростанцией,6,True,False,False,True,True
958,958,усовершенствованию,8,усовершенствованию,7,усовершенствованию,7,False,False,True,True,True
959,959,вышепоставленным,6,вышепоставленным,6,вышепоставленным,6,True,True,True,True,True
960,960,несанкционированного,9,несанкционированного,8,несанкционированного,8,False,False,True,True,True
961,961,раскрасила,4,раскрасила,4,раскрасила,4,True,True,True,True,True
962,962,циркуляцией,5,циркуляцией,5,циркуляцией,4,True,False,False,True,True
963,963,зонт,1,зонт,1,зонт,1,True,True,True,True,True
964,964,радио,3,радио,3,радио,2,True,False,False,True,True
965,965,белоснежный,4,белоснежный,4,белоснежный,4,True,True,True,True,True
966,966,авиастроительство,7,авиастроительство,6,авиастроительство,5,False,False,False,True,True
967,967,естественнонаучный,7,естественнонаучный,7,естественнонаучный,6,True,False,False,True,True
968,968,оборачиваемости,8,оборачиваемости,6,оборачиваемости,7,False,False,False,True,True
969,969,несовершеннолетним,7,несовершеннолетним,7,несовершеннолетним,7,True,True,True,True,True
970,970,листва,2,листва,2,листва,2,True,True,True,True,True
971,971,термодинамического,8,термодинамического,7,термодинамического,8,False,True,False,True,True
972,972,шиномонтажное,6,шиномонтажное,5,шиномонтажное,5,False,False,True,True,True
973,973,визуализация,7,визуализация,5,визуализация,5,False,False,True,True,True
974,974,неопределенный,6,неопределенный,5,неопределенный,5,False,False,True,True,True
975,975,землетрясение,6,землетрясение,5,землетрясение,5,False,False,True,True,True
976,976,Германия,4,Германия,3,Германия,3,False,False,True,True,True
977,977,гидроманипуляторами,9,гидроманипуляторами,8,гидроманипуляторами,9,False,True,False,True,True
978,978,флокс,1,флокс,1,флокс,1,True,True,True,True,True
979,979,товаробраковочного,8,товаробраковочного,7,товаробраковочного,8,False,True,False,True,True
980,980,чтение,3,чтение,2,чтение,2,False,False,True,True,True
981,981,обеспечивающие,8,обеспечивающие,6,обеспечивающие,6,False,False,True,True,True
982,982,индустриальный,5,индустриальный,5,индустриальный,4,True,False,False,True,True
983,983,позиционирование,9,позиционирование,7,позиционирование,7,False,False,True,True,True
984,984,мать,1,мать,1,мать,1,True,True,True,True,True
986,986,коллекция,4,коллекция,4,коллекция,3,True,False,False,True,True
987,987,радость,2,радость,2,радость,2,True,True,True,True,True
988,988,кондиционирования,9,кондиционирования,7,кондиционирования,7,False,False,True,True,True
989,989,жизнь,1,жизнь,1,жизнь,1,True,True,True,True,True
990,990,барс,1,барс,1,барс,1,True,True,True,True,True
991,991,цветочную,4,цветочную,3,цветочную,3,False,False,True,True,True
992,992,нефть,1,нефть,1,нефть,1,True,True,True,True,True
993,993,ирис,2,ирис,2,ирис,2,True,True,True,True,True
994,994,геологические,7,геологические,5,геологические,5,False,False,True,True,True
995,995,инструктируемого,7,инструктируемого,6,инструктируемого,6,False,False,True,True,True
996,996,глобализируещееся,9,глобализируещееся,7,глобализируещееся,7,False,False,True,True,True
997,997,щит,1,щит,1,щит,1,True,True,True,True,True
998,998,оборудование,7,оборудование,5,оборудование,6,False,False,False,True,True
999,999,им,1,им,1,им,1,True,True,True,True,True
